name,kind,bus0,bus1,v_nom,s_nom,length
T1341-13404-2,transformer,1341,13404,110.0,9999.0,0.0
T1351-13501-1,transformer,1351,13501,110.0,9999.0,0.0
T1351-13501-2,transformer,1351,13501,110.0,9999.0,0.0
T1361-13601-1,transformer,1361,13601,110.0,9999.0,0.0
T1361-13601-3,transformer,1361,13601,110.0,9999.0,0.0
T1361-13604-1,transformer,1361,13604,110.0,9999.0,0.0
T1371-13702-1,transformer,1371,13702,110.0,9999.0,0.0
T1371-13702-2,transformer,1371,13702,110.0,9999.0,0.0
T1381-13802-1,transformer,1381,13802,110.0,9999.0,0.0
T1381-13802-2,transformer,1381,13802,110.0,9999.0,0.0
T1381-13804-1,transformer,1381,13804,110.0,9999.0,0.0
T1381-13804-2,transformer,1381,13804,110.0,9999.0,0.0
T1401-14002-2,transformer,1401,14002,110.0,9999.0,0.0
T1401-14004-1,transformer,1401,14004,110.0,9999.0,0.0
T1401-14004-2,transformer,1401,14004,110.0,9999.0,0.0
T1411-14102-1,transformer,1411,14102,110.0,9999.0,0.0
T1411-14102-2,transformer,1411,14102,110.0,9999.0,0.0
T1411-14102-3,transformer,1411,14102,110.0,9999.0,0.0
T1421-14204-1,transformer,1421,14204,110.0,9999.0,0.0
T1421-14204-2,transformer,1421,14204,110.0,9999.0,0.0
T1431-14304-1,transformer,1431,14304,110.0,9999.0,0.0
T1441-14401-1,transformer,1441,14401,110.0,9999.0,0.0
T1441-14404-2,transformer,1441,14404,110.0,9999.0,0.0
T1441-14404-3,transformer,1441,14404,110.0,9999.0,0.0
T1451-14502-1,transformer,1451,14502,110.0,9999.0,0.0
T1451-14502-2,transformer,1451,14502,110.0,9999.0,0.0
T1451-14502-3,transformer,1451,14502,110.0,9999.0,0.0
T1451-14502-4,transformer,1451,14502,110.0,9999.0,0.0
T1451-14502-5,transformer,1451,14502,110.0,9999.0,0.0
T1461-14604-1,transformer,1461,14604,110.0,9999.0,0.0
T1481-14804-1,transformer,1481,14804,110.0,9999.0,0.0
T1481-14804-2,transformer,1481,14804,110.0,9999.0,0.0
T1491-14912-1,transformer,1491,14912,110.0,9999.0,0.0
T1501-15001-1,transformer,1501,15001,110.0,9999.0,0.0
T1511-15102-1,transformer,1511,15102,110.0,9999.0,0.0
T1511-15103-2,transformer,1511,15103,110.0,9999.0,0.0
T1521-15204-1,transformer,1521,15204,110.0,9999.0,0.0
T1522-15202-1,transformer,1522,15202,220.0,9999.0,0.0
T1522-15202-2,transformer,1522,15202,220.0,9999.0,0.0
T1522-15202-3,transformer,1522,15202,220.0,9999.0,0.0
T1522-15202-4,transformer,1522,15202,220.0,9999.0,0.0
T1531-15302-1,transformer,1531,15302,110.0,9999.0,0.0
T1531-15302-2,transformer,1531,15302,110.0,9999.0,0.0
T1541-15402-1,transformer,1541,15402,110.0,9999.0,0.0
T1541-15402-2,transformer,1541,15402,110.0,9999.0,0.0
T1551-15502-1,transformer,1551,15502,110.0,9999.0,0.0
T1551-15504-1,transformer,1551,15504,110.0,9999.0,0.0
T1551-15552-1,transformer,1551,15552,110.0,9999.0,0.0
T1561-15602-1,transformer,1561,15602,110.0,9999.0,0.0
T1561-15602-2,transformer,1561,15602,110.0,9999.0,0.0
T1571-15704-1,transformer,1571,15704,110.0,9999.0,0.0
T1581-15801-1,transformer,1581,15801,110.0,9999.0,0.0
T1581-15801-2,transformer,1581,15801,110.0,9999.0,0.0
T1621-16202-1,transformer,1621,16202,110.0,9999.0,0.0
T1621-16202-2,transformer,1621,16202,110.0,9999.0,0.0
T1631-16302-1,transformer,1631,16302,110.0,31.5,0.0
T1631-16312-2,transformer,1631,16312,110.0,63.0,0.0
T1651-16502-1,transformer,1651,16502,110.0,45.0,0.0
T1661-16604-1,transformer,1661,16604,110.0,9999.0,0.0
T1661-16614-2,transformer,1661,16614,110.0,9999.0,0.0
T1671-16703-1,transformer,1671,16703,110.0,9999.0,0.0
T1681-16873-1,transformer,1681,16873,110.0,9999.0,0.0
T1691-16901-1,transformer,1691,16901,110.0,9999.0,0.0
T1691-16901-2,transformer,1691,16901,110.0,9999.0,0.0
T1701-17073-1,transformer,1701,17073,110.0,9999.0,0.0
T1711-17302-1,transformer,1711,17302,110.0,9999.0,0.0
T1721-17204-1,transformer,1721,17204,110.0,9999.0,0.0
T1721-17204-2,transformer,1721,17204,110.0,9999.0,0.0
T1731-17302-1,transformer,1731,17302,110.0,9999.0,0.0
T1741-17404-1,transformer,1741,17404,110.0,9999.0,0.0
T1741-17404-2,transformer,1741,17404,110.0,9999.0,0.0
T1761-17671-1,transformer,1761,17671,110.0,9999.0,0.0
T1761-17672-1,transformer,1761,17672,110.0,9999.0,0.0
T1781-17802-1,transformer,1781,17802,110.0,9999.0,0.0
T1801-18001-1,transformer,1801,18001,110.0,9999.0,0.0
T1801-18001-2,transformer,1801,18001,110.0,9999.0,0.0
T1810-18101-2,transformer,1810,18101,110.0,9999.0,0.0
T1810-18101-3,transformer,1810,18101,110.0,9999.0,0.0
T1810-18101-4,transformer,1810,18101,110.0,9999.0,0.0
T1811-18102-1,transformer,1811,18102,110.0,9999.0,0.0
T1811-18102-2,transformer,1811,18102,110.0,9999.0,0.0
T1811-18102-3,transformer,1811,18102,110.0,9999.0,0.0
T1811-18102-4,transformer,1811,18102,110.0,9999.0,0.0
T1821-18204-1,transformer,1821,18204,110.0,9999.0,0.0
T1821-18204-2,transformer,1821,18204,110.0,9999.0,0.0
T1831-18304-1,transformer,1831,18304,110.0,9999.0,0.0
T1841-18402-2,transformer,1841,18402,110.0,9999.0,0.0
T1841-18404-1,transformer,1841,18404,110.0,9999.0,0.0
T1851-18501-1,transformer,1851,18501,110.0,9999.0,0.0
T1851-18501-2,transformer,1851,18501,110.0,9999.0,0.0
T1851-18504-1,transformer,1851,18504,110.0,9999.0,0.0
T1851-18504-2,transformer,1851,18504,110.0,9999.0,0.0
T1861-18604-1,transformer,1861,18604,110.0,9999.0,0.0
T1861-18604-2,transformer,1861,18604,110.0,9999.0,0.0
T1871-18701-1,transformer,1871,18701,110.0,9999.0,0.0
T1871-18701-2,transformer,1871,18701,110.0,9999.0,0.0
T1871-18701-3,transformer,1871,18701,110.0,9999.0,0.0
T1881-18804-1,transformer,1881,18804,110.0,9999.0,0.0
T1881-18814-2,transformer,1881,18814,110.0,9999.0,0.0
T1901-19004-1,transformer,1901,19004,110.0,9999.0,0.0
T1901-19004-2,transformer,1901,19004,110.0,9999.0,0.0
T1921-19204-1,transformer,1921,19204,110.0,9999.0,0.0
T1931-19302-1,transformer,1931,19302,110.0,31.5,0.0
T1941-19471-1,transformer,1941,19471,110.0,9999.0,0.0
T1951-19504-1,transformer,1951,19504,110.0,9999.0,0.0
T1961-19601-1,transformer,1961,19601,110.0,9999.0,0.0
T1961-19601-2,transformer,1961,19601,110.0,9999.0,0.0
T1971-19702-1,transformer,1971,19702,110.0,63.0,0.0
T1971-19712-1,transformer,1971,19712,110.0,63.0,0.0
T1991-19902-1,transformer,1991,19902,110.0,9999.0,0.0
T2021-20201-1,transformer,2021,20201,110.0,9999.0,0.0
T2021-20201-2,transformer,2021,20201,110.0,9999.0,0.0
T2041-20401-1,transformer,2041,20401,110.0,9999.0,0.0
T2041-20402-1,transformer,2041,20402,110.0,9999.0,0.0
T2041-20402-2,transformer,2041,20402,110.0,9999.0,0.0
T2072-20701-1,transformer,2072,20701,220.0,9999.0,0.0
T2072-20701-2,transformer,2072,20701,220.0,9999.0,0.0
T2072-20701-3,transformer,2072,20701,220.0,9999.0,0.0
T2072-20701-4,transformer,2072,20701,220.0,9999.0,0.0
T2101-21004-1,transformer,2101,21004,110.0,9999.0,0.0
T2101-21004-2,transformer,2101,21004,110.0,9999.0,0.0
T2111-20903-2,transformer,2111,20903,110.0,9999.0,0.0
T2111-20903-4,transformer,2111,20903,110.0,9999.0,0.0
T2111-21103-1,transformer,2111,21103,110.0,9999.0,0.0
T2121-21204-1,transformer,2121,21204,110.0,9999.0,0.0
T2121-21204-2,transformer,2121,21204,110.0,9999.0,0.0
T2131-21302-1,transformer,2131,21302,110.0,9999.0,0.0
T2141-21404-1,transformer,2141,21404,110.0,9999.0,0.0
T2141-21404-2,transformer,2141,21404,110.0,9999.0,0.0
T2161-21604-1,transformer,2161,21604,110.0,9999.0,0.0
T2171-21702-1,transformer,2171,21702,110.0,9999.0,0.0
T2181-21804-1,transformer,2181,21804,110.0,9999.0,0.0
T2181-21804-2,transformer,2181,21804,110.0,9999.0,0.0
T2221-22204-1,transformer,2221,22204,110.0,9999.0,0.0
T2225-22208-1,transformer,2225,22208,110.0,9999.0,0.0
T2231-22302-1,transformer,2231,22302,110.0,70.0,0.0
T2241-22404-1,transformer,2241,22404,110.0,9999.0,0.0
T2251-22501-1,transformer,2251,22501,110.0,9999.0,0.0
T2251-22501-2,transformer,2251,22501,110.0,9999.0,0.0
T2281-22814-1,transformer,2281,22814,110.0,9999.0,0.0
T2301-23002-1,transformer,2301,23002,110.0,9999.0,0.0
T2361-23601-1,transformer,2361,23601,110.0,9999.0,0.0
T2361-23601-2,transformer,2361,23601,110.0,9999.0,0.0
T2361-23604-1,transformer,2361,23604,110.0,9999.0,0.0
T2361-23604-2,transformer,2361,23604,110.0,9999.0,0.0
T2391-23902-2,transformer,2391,23902,110.0,9999.0,0.0
T2401-24002-1,transformer,2401,24002,110.0,9999.0,0.0
T2421-24202-1,transformer,2421,24202,110.0,9999.0,0.0
T2421-24202-2,transformer,2421,24202,110.0,9999.0,0.0
T2421-24202-3,transformer,2421,24202,110.0,9999.0,0.0
T2481-24804-1,transformer,2481,24804,110.0,9999.0,0.0
T2491-24804-2,transformer,2491,24804,110.0,9999.0,0.0
T2541-25404-1,transformer,2541,25404,110.0,9999.0,0.0
T2571-25604-3,transformer,2571,25604,110.0,9999.0,0.0
T2571-25604-4,transformer,2571,25604,110.0,9999.0,0.0
T2591-25901-1,transformer,2591,25901,110.0,9999.0,0.0
T2591-25901-2,transformer,2591,25901,110.0,9999.0,0.0
T2671-26704-1,transformer,2671,26704,110.0,9999.0,0.0
T2681-26802-1,transformer,2681,26802,110.0,9999.0,0.0
T2691-26903-1,transformer,2691,26903,110.0,9999.0,0.0
T2701-27004-1,transformer,2701,27004,110.0,9999.0,0.0
T2701-27004-2,transformer,2701,27004,110.0,9999.0,0.0
T2721-27204-1,transformer,2721,27204,110.0,9999.0,0.0
T2731-27302-1,transformer,2731,27302,110.0,31.5,0.0
T2741-27404-1,transformer,2741,27404,110.0,9999.0,0.0
T2741-27404-2,transformer,2741,27404,110.0,9999.0,0.0
T2742-27474-1,transformer,2742,27474,220.0,9999.0,0.0
T2761-27604-1,transformer,2761,27604,110.0,9999.0,0.0
T2761-27604-2,transformer,2761,27604,110.0,9999.0,0.0
T2771-27702-1,transformer,2771,27702,110.0,100.0,0.0
T2771-27712-1,transformer,2771,27712,110.0,9999.0,0.0
T2781-27801-1,transformer,2781,27801,110.0,9999.0,0.0
T2781-27801-2,transformer,2781,27801,110.0,9999.0,0.0
T2781-27804-1,transformer,2781,27804,110.0,9999.0,0.0
T2781-27804-2,transformer,2781,27804,110.0,9999.0,0.0
T2781-27805-3,transformer,2781,27805,110.0,9999.0,0.0
T2791-27903-1,transformer,2791,27903,110.0,9999.0,0.0
T2801-28002-1,transformer,2801,28002,110.0,9999.0,0.0
T2821-28201-1,transformer,2821,28201,110.0,9999.0,0.0
T2821-28201-2,transformer,2821,28201,110.0,9999.0,0.0
T2821-28204-1,transformer,2821,28204,110.0,9999.0,0.0
T2852-28571-1,transformer,2852,28571,220.0,9999.0,0.0
T2861-28601-1,transformer,2861,28601,110.0,9999.0,0.0
T2861-28601-2,transformer,2861,28601,110.0,9999.0,0.0
T2861-28604-1,transformer,2861,28604,110.0,9999.0,0.0
T2861-28611-4,transformer,2861,28611,110.0,9999.0,0.0
T2861-69182-1,transformer,2861,69182,110.0,9999.0,0.0
T2881-28804-1,transformer,2881,28804,110.0,9999.0,0.0
T2941-29401-1,transformer,2941,29401,110.0,9999.0,0.0
T2941-29401-2,transformer,2941,29401,110.0,9999.0,0.0
T2951-29501-1,transformer,2951,29501,110.0,9999.0,0.0
T2951-29501-2,transformer,2951,29501,110.0,9999.0,0.0
T2972-29673-2,transformer,2972,29673,220.0,9999.0,0.0
T3061-30671-1,transformer,3061,30671,110.0,9999.0,0.0
T3081-30803-1,transformer,3081,30803,110.0,9999.0,0.0
T3091-30804-4,transformer,3091,30804,110.0,9999.0,0.0
T3091-30804-5,transformer,3091,30804,110.0,9999.0,0.0
T3101-31004-1,transformer,3101,31004,110.0,9999.0,0.0
T3122-31202-1,transformer,3122,31202,220.0,9999.0,0.0
T3122-31271-1,transformer,3122,31271,220.0,9999.0,0.0
T3122-31273-1,transformer,3122,31273,220.0,9999.0,0.0
T3221-32201-1,transformer,3221,32201,110.0,9999.0,0.0
T3221-32204-2,transformer,3221,32204,110.0,9999.0,0.0
T3221-32204-3,transformer,3221,32204,110.0,9999.0,0.0
T3241-32404-1,transformer,3241,32404,110.0,9999.0,0.0
T3241-32404-2,transformer,3241,32404,110.0,9999.0,0.0
T3241-32424-1,transformer,3241,32424,110.0,9999.0,0.0
T3251-32504-1,transformer,3251,32504,110.0,9999.0,0.0
T3251-32554-1,transformer,3251,32554,110.0,9999.0,0.0
T3261-32604-1,transformer,3261,32604,110.0,9999.0,0.0
T3261-32604-2,transformer,3261,32604,110.0,9999.0,0.0
T3301-33004-1,transformer,3301,33004,110.0,9999.0,0.0
T3301-33004-2,transformer,3301,33004,110.0,9999.0,0.0
T3321-33201-1,transformer,3321,33201,110.0,9999.0,0.0
T3321-33201-2,transformer,3321,33201,110.0,9999.0,0.0
T3331-33361-1,transformer,3331,33361,110.0,110.0,0.0
T3352-33502-1,transformer,3352,33502,220.0,9999.0,0.0
T3352-33502-2,transformer,3352,33502,220.0,9999.0,0.0
T3352-33502-3,transformer,3352,33502,220.0,9999.0,0.0
T3381-33801-1,transformer,3381,33801,110.0,9999.0,0.0
T3381-33801-2,transformer,3381,33801,110.0,9999.0,0.0
T3391-33902-1,transformer,3391,33902,110.0,9999.0,0.0
T3401-34001-1,transformer,3401,34001,110.0,9999.0,0.0
T3401-34001-2,transformer,3401,34001,110.0,9999.0,0.0
T3431-34301-1,transformer,3431,34301,110.0,9999.0,0.0
T3431-34301-2,transformer,3431,34301,110.0,9999.0,0.0
T3431-34301-3,transformer,3431,34301,110.0,9999.0,0.0
T3461-34602-1,transformer,3461,34602,110.0,9999.0,0.0
T3481-34803-1,transformer,3481,34803,110.0,9999.0,0.0
T3491-34904-1,transformer,3491,34904,110.0,9999.0,0.0
T3501-35004-1,transformer,3501,35004,110.0,9999.0,0.0
T3511-35103-1,transformer,3511,35103,110.0,9999.0,0.0
T3531-35303-1,transformer,3531,35303,110.0,9999.0,0.0
T3541-35404-1,transformer,3541,35404,110.0,9999.0,0.0
T3541-35404-2,transformer,3541,35404,110.0,9999.0,0.0
T3561-35604-1,transformer,3561,35604,110.0,9999.0,0.0
T3561-35604-2,transformer,3561,35604,110.0,9999.0,0.0
T3571-35702-1,transformer,3571,35702,110.0,9999.0,0.0
T3571-35703-1,transformer,3571,35703,110.0,9999.0,0.0
T3581-35804-1,transformer,3581,35804,110.0,9999.0,0.0
T3581-35804-2,transformer,3581,35804,110.0,9999.0,0.0
T3591-35903-1,transformer,3591,35903,110.0,9999.0,0.0
T3601-36001-2,transformer,3601,36001,110.0,9999.0,0.0
T3611-36001-1,transformer,3611,36001,110.0,9999.0,0.0
T3621-36201-1,transformer,3621,36201,110.0,9999.0,0.0
T3621-36201-2,transformer,3621,36201,110.0,9999.0,0.0
T3621-36203-1,transformer,3621,36203,110.0,9999.0,0.0
T3621-36204-1,transformer,3621,36204,110.0,9999.0,0.0
T3641-36413-1,transformer,3641,36413,110.0,9999.0,0.0
T3651-36502-1,transformer,3651,36502,110.0,9999.0,0.0
T3651-36502-2,transformer,3651,36502,110.0,9999.0,0.0
T3681-36802-1,transformer,3681,36802,110.0,9999.0,0.0
T3681-36802-2,transformer,3681,36802,110.0,9999.0,0.0
T3751-37501-1,transformer,3751,37501,110.0,9999.0,0.0
T3751-37501-2,transformer,3751,37501,110.0,9999.0,0.0
T3761-37601-1,transformer,3761,37601,110.0,9999.0,0.0
T3761-37601-2,transformer,3761,37601,110.0,9999.0,0.0
T3761-37602-1,transformer,3761,37602,110.0,9999.0,0.0
T3761-37602-4,transformer,3761,37602,110.0,9999.0,0.0
T3801-38001-1,transformer,3801,38001,110.0,9999.0,0.0
T3801-38001-2,transformer,3801,38001,110.0,9999.0,0.0
T3801-38004-1,transformer,3801,38004,110.0,9999.0,0.0
T3821-38204-1,transformer,3821,38204,110.0,9999.0,0.0
T3821-38204-2,transformer,3821,38204,110.0,9999.0,0.0
T3861-38601-1,transformer,3861,38601,110.0,9999.0,0.0
T3871-38701-2,transformer,3871,38701,110.0,9999.0,0.0
T3881-38804-1,transformer,3881,38804,110.0,9999.0,0.0
T3891-38903-1,transformer,3891,38903,110.0,75.0,0.0
T3934-39471-1,transformer,3934,39471,380.0,9999.0,0.0
T3941-39401-1,transformer,3941,39401,110.0,31.5,0.0
T3944-39473-1,transformer,3944,39473,380.0,9999.0,0.0
T3954-39472-1,transformer,3954,39472,380.0,9999.0,0.0
T3961-39601-5,transformer,3961,39601,110.0,9999.0,0.0
T3961-39601-6,transformer,3961,39601,110.0,9999.0,0.0
T3981-39801-1,transformer,3981,39801,110.0,9999.0,0.0
T3991-39801-2,transformer,3991,39801,110.0,9999.0,0.0
T4001-40001-1,transformer,4001,40001,110.0,9999.0,0.0
T4001-40001-2,transformer,4001,40001,110.0,9999.0,0.0
T4001-40004-1,transformer,4001,40004,110.0,9999.0,0.0
T4001-40004-2,transformer,4001,40004,110.0,9999.0,0.0
T4021-40204-1,transformer,4021,40204,110.0,9999.0,0.0
T4021-40204-2,transformer,4021,40204,110.0,9999.0,0.0
T4041-40404-1,transformer,4041,40404,110.0,9999.0,0.0
T4041-40404-2,transformer,4041,40404,110.0,9999.0,0.0
T4061-40602-1,transformer,4061,40602,110.0,9999.0,0.0
T4061-40602-2,transformer,4061,40602,110.0,9999.0,0.0
T4061-40602-3,transformer,4061,40602,110.0,9999.0,0.0
T4061-40602-4,transformer,4061,40602,110.0,9999.0,0.0
T4071-40761-1,transformer,4071,40761,110.0,88.0,0.0
T4081-40801-1,transformer,4081,40801,110.0,9999.0,0.0
T4081-40801-2,transformer,4081,40801,110.0,9999.0,0.0
T4091-40902-1,transformer,4091,40902,110.0,9999.0,0.0
T4091-40912-1,transformer,4091,40912,110.0,9999.0,0.0
T4101-41002-1,transformer,4101,41002,110.0,9999.0,0.0
T4101-41002-2,transformer,4101,41002,110.0,9999.0,0.0
T4111-41102-1,transformer,4111,41102,110.0,9999.0,0.0
T4111-41102-2,transformer,4111,41102,110.0,9999.0,0.0
T4201-42004-1,transformer,4201,42004,110.0,9999.0,0.0
T4201-42004-2,transformer,4201,42004,110.0,9999.0,0.0
T4211-42101-1,transformer,4211,42101,110.0,9999.0,0.0
T4211-42101-2,transformer,4211,42101,110.0,9999.0,0.0
T4221-42204-1,transformer,4221,42204,110.0,9999.0,0.0
T4221-42204-2,transformer,4221,42204,110.0,9999.0,0.0
T4261-42604-1,transformer,4261,42604,110.0,9999.0,0.0
T4281-42802-1,transformer,4281,42802,110.0,9999.0,0.0
T4281-42802-2,transformer,4281,42802,110.0,9999.0,0.0
T4341-43401-1,transformer,4341,43401,110.0,9999.0,0.0
T4351-43401-2,transformer,4351,43401,110.0,9999.0,0.0
T4361-43604-1,transformer,4361,43604,110.0,9999.0,0.0
T4371-43704-1,transformer,4371,43704,110.0,9999.0,0.0
T4371-43704-2,transformer,4371,43704,110.0,9999.0,0.0
T4371-43742-1,transformer,4371,43742,110.0,9999.0,0.0
T4391-43903-1,transformer,4391,43903,110.0,9999.0,0.0
T4401-44001-1,transformer,4401,44001,110.0,9999.0,0.0
T4401-44001-2,transformer,4401,44001,110.0,9999.0,0.0
T4441-44471-3,transformer,4441,44471,110.0,9999.0,0.0
T4472-44702-1,transformer,4472,44702,220.0,9999.0,0.0
T4472-44703-1,transformer,4472,44703,220.0,9999.0,0.0
T4481-44804-1,transformer,4481,44804,110.0,9999.0,0.0
T4481-44804-2,transformer,4481,44804,110.0,9999.0,0.0
T4491-44901-1,transformer,4491,44901,110.0,9999.0,0.0
T4491-44901-2,transformer,4491,44901,110.0,9999.0,0.0
T4501-45001-1,transformer,4501,45001,110.0,9999.0,0.0
T4501-45001-2,transformer,4501,45001,110.0,9999.0,0.0
T4501-45001-3,transformer,4501,45001,110.0,9999.0,0.0
T4501-45001-4,transformer,4501,45001,110.0,9999.0,0.0
T4511-45101-1,transformer,4511,45101,110.0,9999.0,0.0
T4511-45101-2,transformer,4511,45101,110.0,9999.0,0.0
T4621-46210-1,transformer,4621,46210,110.0,9999.0,0.0
T4621-46210-2,transformer,4621,46210,110.0,9999.0,0.0
T4621-46214-3,transformer,4621,46214,110.0,9999.0,0.0
T4621-46214-4,transformer,4621,46214,110.0,9999.0,0.0
T4621-46224-5,transformer,4621,46224,110.0,9999.0,0.0
T4621-46224-6,transformer,4621,46224,110.0,9999.0,0.0
T4651-46501-1,transformer,4651,46501,110.0,9999.0,0.0
T4651-46501-2,transformer,4651,46501,110.0,9999.0,0.0
T4651-46504-4,transformer,4651,46504,110.0,9999.0,0.0
T4651-46513-1,transformer,4651,46513,110.0,9999.0,0.0
T4681-46804-1,transformer,4681,46804,110.0,9999.0,0.0
T4681-46804-2,transformer,4681,46804,110.0,9999.0,0.0
T4691-46902-1,transformer,4691,46902,110.0,9999.0,0.0
T4691-46902-2,transformer,4691,46902,110.0,9999.0,0.0
T4691-46902-3,transformer,4691,46902,110.0,9999.0,0.0
T4691-46902-4,transformer,4691,46902,110.0,9999.0,0.0
T4701-47004-1,transformer,4701,47004,110.0,9999.0,0.0
T4701-47004-2,transformer,4701,47004,110.0,9999.0,0.0
T4741-47402-1,transformer,4741,47402,110.0,9999.0,0.0
T4741-47402-2,transformer,4741,47402,110.0,9999.0,0.0
T4761-47601-1,transformer,4761,47601,110.0,9999.0,0.0
T4781-47802-1,transformer,4781,47802,110.0,90.0,0.0
T4781-47812-2,transformer,4781,47812,110.0,42.0,0.0
T4901-49001-1,transformer,4901,49001,110.0,9999.0,0.0
T4942-49403-2,transformer,4942,49403,220.0,110.0,0.0
T4951-49501-1,transformer,4951,49501,110.0,9999.0,0.0
T4951-49501-2,transformer,4951,49501,110.0,9999.0,0.0
T4951-49504-1,transformer,4951,49504,110.0,9999.0,0.0
T4961-49604-1,transformer,4961,49604,110.0,9999.0,0.0
T4961-49604-2,transformer,4961,49604,110.0,9999.0,0.0
T4981-49804-1,transformer,4981,49804,110.0,9999.0,0.0
T4981-49804-2,transformer,4981,49804,110.0,9999.0,0.0
T4991-49902-4,transformer,4991,49902,110.0,9999.0,0.0
T4991-49912-2,transformer,4991,49912,110.0,9999.0,0.0
T5001-50004-1,transformer,5001,50004,110.0,9999.0,0.0
T5022-50274-1,transformer,5022,50274,220.0,9999.0,0.0
T5031-50301-1,transformer,5031,50301,110.0,9999.0,0.0
T5031-50301-2,transformer,5031,50301,110.0,9999.0,0.0
T5051-50574-2,transformer,5051,50574,110.0,9999.0,0.0
T5061-50604-1,transformer,5061,50604,110.0,9999.0,0.0
T5071-50573-1,transformer,5071,50573,110.0,9999.0,0.0
T5091-50901-1,transformer,5091,50901,110.0,9999.0,0.0
T5091-50901-2,transformer,5091,50901,110.0,9999.0,0.0
T5111-51101-2,transformer,5111,51101,110.0,9999.0,0.0
T5111-51101-4,transformer,5111,51101,110.0,9999.0,0.0
T5111-51103-1,transformer,5111,51103,110.0,9999.0,0.0
T5111-51103-3,transformer,5111,51103,110.0,9999.0,0.0
T5122-50275-1,transformer,5122,50275,220.0,9999.0,0.0
T5131-51301-1,transformer,5131,51301,110.0,9999.0,0.0
T5131-51301-2,transformer,5131,51301,110.0,9999.0,0.0
T5181-51801-1,transformer,5181,51801,110.0,9999.0,0.0
T5181-51801-2,transformer,5181,51801,110.0,9999.0,0.0
T5181-51804-1,transformer,5181,51804,110.0,9999.0,0.0
T5181-51804-2,transformer,5181,51804,110.0,9999.0,0.0
T5221-52204-2,transformer,5221,52204,110.0,9999.0,0.0
T5222-50276-1,transformer,5222,50276,220.0,9999.0,0.0
T5231-52301-1,transformer,5231,52301,110.0,9999.0,0.0
T5231-52301-2,transformer,5231,52301,110.0,9999.0,0.0
T5241-52404-1,transformer,5241,52404,110.0,9999.0,0.0
T5241-52476-2,transformer,5241,52476,110.0,9999.0,0.0
T5251-52477-1,transformer,5251,52477,110.0,9999.0,0.0
T5261-52604-1,transformer,5261,52604,110.0,9999.0,0.0
T5261-52604-2,transformer,5261,52604,110.0,9999.0,0.0
T5271-52714-1,transformer,5271,52714,110.0,9999.0,0.0
T5274-52704-2,transformer,5274,52704,110.0,9999.0,0.0
T5274-52704-4,transformer,5274,52704,110.0,9999.0,0.0
T5274-52724-3,transformer,5274,52724,110.0,9999.0,0.0
T5281-52804-1,transformer,5281,52804,110.0,9999.0,0.0
T5281-52804-2,transformer,5281,52804,110.0,9999.0,0.0
T5291-52903-1,transformer,5291,52903,110.0,9999.0,0.0
T5301-53004-1,transformer,5301,53004,110.0,9999.0,0.0
T5301-53004-2,transformer,5301,53004,110.0,9999.0,0.0
T5301-53071-1,transformer,5301,53071,110.0,30.0,0.0
T5321-53204-1,transformer,5321,53204,110.0,9999.0,0.0
T5321-53204-2,transformer,5321,53204,110.0,9999.0,0.0
T5331-53302-1,transformer,5331,53302,110.0,9999.0,0.0
T5331-53302-2,transformer,5331,53302,110.0,9999.0,0.0
T5341-53404-2,transformer,5341,53404,110.0,9999.0,0.0
T5361-53604-1,transformer,5361,53604,110.0,9999.0,0.0
T5361-53614-2,transformer,5361,53614,110.0,9999.0,0.0
T5381-53804-1,transformer,5381,53804,110.0,9999.0,0.0
T5441-54404-1,transformer,5441,54404,110.0,9999.0,0.0
T5441-54404-2,transformer,5441,54404,110.0,9999.0,0.0
T5451-54503-1,transformer,5451,54503,110.0,9999.0,0.0
T5451-54513-1,transformer,5451,54513,110.0,9999.0,0.0
T5481-54801-1,transformer,5481,54801,110.0,9999.0,0.0
T5481-54801-2,transformer,5481,54801,110.0,9999.0,0.0
T5501-55002-1,transformer,5501,55002,110.0,9999.0,0.0
T5501-55002-2,transformer,5501,55002,110.0,9999.0,0.0
T5501-55004-1,transformer,5501,55004,110.0,9999.0,0.0
T5501-55004-2,transformer,5501,55004,110.0,9999.0,0.0
T5521-55201-1,transformer,5521,55201,110.0,9999.0,0.0
T5521-55201-2,transformer,5521,55201,110.0,9999.0,0.0
T6201-62004-1,transformer,6201,62004,110.0,9999.0,0.0
T6201-62005-1,transformer,6201,62005,110.0,9999.0,0.0
T6371-46511-1,transformer,6371,46511,110.0,9999.0,0.0
T6931-69302-1,transformer,6931,69302,110.0,9999.0,0.0
T10204-10212-1,transformer,10204,10212,38.0,9999.0,0.0
T10204-10213-1,transformer,10204,10213,38.0,9999.0,0.0
T10212-10275-4,transformer,10212,10275,20.0,9999.0,0.0
T10213-10276-4,transformer,10213,10276,20.0,9999.0,0.0
T10422-10470-1,transformer,10422,10470,220.0,9999.0,0.0
T10602-10671-1,transformer,10602,10671,20.0,9999.0,0.0
T10602-10672-1,transformer,10602,10672,20.0,9999.0,0.0
T10602-10673-1,transformer,10602,10673,20.0,9999.0,0.0
T10602-10674-1,transformer,10602,10674,20.0,9999.0,0.0
T11204-11202-2,transformer,11204,11202,38.0,9999.0,0.0
T11202-11271-2,transformer,11202,11271,20.0,9999.0,0.0
T11244-11212-1,transformer,11244,11212,38.0,9999.0,0.0
