bus,bus_name,v_nom,parent,parent_name,x_to_parent,runner_up,runner_up_name,x_to_runner_up,attachments,margin
77030,DRUM3-,33.0,77010,DRUM1-,0.2423,,,,1,
77090,RENEW_DR,33.0,77010,DRUM1-,0.24239999999999998,,,,1,
81531,BS_KELLS_BS,33.0,81510,KELS1-,0.3076,,,,1,
36201,LISHEEN,10.0,3621,LISHEEN,0.9997,,,,1,
34724,CASTLEBAGOT,10.5,star:3472-3471-34724-4,star point,0.0075,,,,1,
47802,RATRUSSAN,20.0,4781,RATRUSSAN,0.1333,,,,1,
47871,W_RATRUSSAN,0.69,4781,RATRUSSAN,0.2363,,,,1,
47873,W_MOUNTAIN_L,0.69,4781,RATRUSSAN,1.0633000000000001,,,,1,
27422,GISL,10.5,star:2742-2741-27422-2,star point,0.007499999999999993,,,,1,
30824,INCH3,10.5,star:3082-3091-30824-4,star point,0.0075,,,,1,
28402,GORMAN ESS,20.0,28411,GORMAN ESS,0.07,,,,1,
28471,BS_GORMAN BE,0.6,28411,GORMAN ESS,0.15000000000000002,,,,1,
75561,COOL6P,22.0,star:75510-75520-75561-1,star point,0.1352,,,,1,
53302,YELLOWMEADOW,20.0,5331,YELLOWMEADOW,0.09,,,,1,
44901,PELLETSTOWN,10.0,4491,PELLETSTOWN,1.1,,,,1,
51301,TANEY,10.0,5131,TANEY,1.0,,,,1,
15602,COOLDERRIG,20.0,1561,COOLDERRIG,0.2,,,,1,
54513,BS_ROSSPILE,33.0,5451,ROSSPILE,0.183,,,,1,
15204,MOANVANE,33.0,1521,BOGTOWN,0.1,,,,1,
15271,W_MOANVANE,0.69,1521,BOGTOWN,0.16,,,,1,
20913,BUFFY,33.0,20900,BUFFY,0.086,,,,1,
67062,W_BUFFY,0.69,20900,BUFFY,0.141,,,,1,
10470,AGH_CCGT,21.0,10422,LONGPOINT,0.0354,,,,1,
40204,MALLOW,38.0,4021,MALLOW,0.4,,,,1,
10421,AGHADA,10.5,star:1072-1041-10421-2,star point,0.007499999999999993,,,,1,
74563,CAST6R,22.0,star:74512-74520-74563-1,star point,0.1656,,,,1,
25622,FING2,10.5,star:2562-2571-25622-2,star point,0.0075,,,,1,
46210,RYEBROOK,10.0,4621,RYEBROOK,0.4,,,,1,
13802,BARNAHELY,20.0,1381,BARNAHELY,0.614,,,,1,
13872,W_BARNAHELY,0.69,1381,BARNAHELY,0.714,,,,1,
21302,DROMADA,20.0,2131,DROMADA,0.3,,,,1,
21371,W_DROMADA,0.69,2131,DROMADA,0.473,,,,1,
40801,MONREAD,10.0,4081,MONREAD,0.5,,,,1,
50901,SINGLAND,10.0,5091,SINGLAND,1.1,,,,1,
51801,TRABEG,10.0,5181,TRABEG,0.614,,,,1,
37501,MISERY HILL,10.0,3751,MISERY HILL,1.1,,,,1,
15202,CLONEE,20.0,1522,CLONEE,0.24,,,,1,
41002,NEWBURY,20.0,4101,NEWBURY,0.495,,,,1,
34721,CASTLEBAGOT,10.5,star:3472-3471-34721-1,star point,0.0075,,,,1,
70516,BAFD_GD,15.0,70510,BAFD1-,0.13259,,,,1,
28201,GORTAWEE,11.0,2821,GORTAWEE,1.041,,,,1,
10205,ARDNACRUSHA,38.0,1021,ARDNACRUSHA,0.35,,,,1,
13501,BARODA,10.0,1351,BARODA,0.149,,,,1,
17404,CARRICKMINES,38.0,1741,CARRICKMINES,0.355,,,,1,
30803,KYLEMORE BES,33.0,3081,INCH_CITY,0.1,,,,1,
30871,BS_KYLEMORE,0.6,3081,INCH_CITY,0.22,,,,1,
47402,RINAWADE,20.0,4741,RINAWADE,0.496,,,,1,
14102,AIRTON,20.0,1411,AIRTON,0.229,,,,1,
29501,HEUSTON SQUA,10.0,2951,HEUSTON SQUA,1.0,,,,1,
11,FMN LOOP,38.0,3781,MCDERMOTT,0.29198,2561,FIN_URBAN,0.29818,2,1.0212343311185696
42404,NORTH_WALL,38.0,3781,MCDERMOTT,0.295895,2561,FIN_URBAN,0.302095,2,1.0209533787323206
34001,KILLOTERAN,10.0,3401,KILLOTERAN,1.0,,,,1,
16202,COOLROE,20.0,1621,COOLROE,0.496,,,,1,
43602,KNOCKANEDEN,20.0,4361,OUGHTRAGH,1.334,,,,1,
43604,HY_OUGHTRAGH,38.0,4361,OUGHTRAGH,0.4,,,,1,
43671,W_KNOCKANEDE,0.4,4361,OUGHTRAGH,2.1270000000000002,,,,1,
10274,HY_ARDNG4,10.5,1021,ARDNACRUSHA,0.3245,,,,1,
17424,CMIN4,10.5,star:1742-17411-17424-4,star point,0.0075,,,,1,
41102,BANCROFT,20.0,4111,BANCROFT,0.3055,,,,1,
52301,TRINITY,10.0,5231,TRINITY,1.0,,,,1,
44623,PBEG,10.5,star:4472-4461-44623-3,star point,0.0075,,,,1,
43821,OLDSTREET,17.5,star:4384-4382-43821-1,star point,0.007499999999999998,,,,1,
46902,OLDBRIDGE,20.0,4691,OLDBRIDGE,0.2,,,,1,
33323,BALLYNAHULLA,10.5,star:3332-3331-33323-3,star point,0.0075,,,,1,
34622,KILPADDOGE D,10.5,star:3462-3461-34622-2,star point,0.0075,,,,1,
38424,MAYN,10.5,star:3842-3851-38424-4,star point,0.0075,,,,1,
18504,CHERRYWOOD,38.0,1851,CHERRYWOOD,0.4,,,,1,
32021,KRAH,10.5,star:3202-3201-32021-1,star point,0.007500000000000007,,,,1,
38701,MILLTOWN,10.0,3871,MILLTOWN,1.0,,,,1,
81530,PV_KELL_WIND,33.0,81510,KELS1-,0.2461,,,,1,
74514,BS_CAST-BES,33.0,74511,CAST1A,0.2292,,,,1,
47601,RINGASKIDDY,10.0,4761,RINGASKIDDY,0.84,,,,1,
12001,ARTANE,10.0,1201,ARTANE,0.5,,,,1,
14,F_I,38.0,3081,INCH_CITY,0.27769,2551,FRN ST B,0.30124,2,1.0848067989484678
71032,BAME3R,33.0,71012,BAME1B,0.2867,71011,BAME1A,0.2893,2,1.0090687129403557
43401,OLDCOURT,6.0,4341,OLDCOURT,0.4,4351,OLDCOURT,0.4,2,1.0
35404,LIMERICK,38.0,3541,LIMERICK,0.3365,,,,1,
29401,HAROLDS CROS,10.0,2941,HAROLDS CROS,0.496,,,,1,
24804,FASSAROE,38.0,2481,FASS EAST,0.355,2491,FASS WEST,0.355,2,1.0
21103,UGGOOL,33.0,2111,UGGOOL,0.125,,,,1,
68092,W_UGGOOL_PH1,0.69,2111,UGGOOL,0.2059,,,,1,
82006,KIL_OCGT6,19.0,82020,KILR2-,0.02583,,,,1,
18001,COOKSTOWN,10.0,1801,COOKSTOWN,1.1,,,,1,
32821,KLON,10.5,star:3282-3281-32821-1,star point,0.0075000000000000205,,,,1,
25901,FORTUNESTOWN,10.0,2591,FORTUNESTOWN,1.1,,,,1,
14002,BELLACORICK,20.0,1401,BELLACORICK,1.041,,,,1,
14073,W_BELLACORIC,0.69,1401,BELLACORICK,1.698,,,,1,
70561,BAFD6P,22.0,star:70510-70520-70561-1,star point,0.1388,,,,1,
28421,GORMAN,10.5,star:2842-2841-28421-1,star point,0.0075,,,,1,
73501,WIND_BRO,33.0,73500,BROCK1,0.16,,,,1,
17423,CMIN3,10.5,star:1742-17411-17423-3,star point,0.0075,,,,1,
11221,ARKL,10.5,star:1122-1121-11221-1,star point,0.007499999999999993,,,,1,
52477,TAW_PEAK,10.5,5251,TAWN_B,0.352,,,,1,
33201,KNOCKUMBER,6.6,3321,KNOCKUMBER,0.614,,,,1,
22672,DERRYIRON_G2,10.5,22610,DERRYIRON,0.2727,,,,1,
25624,FING4,10.5,star:2563-2561-25624-4,star point,0.0075,,,,1,
49001,SHELTON ABBE,6.0,4901,SHELTON ABBE,0.4,,,,1,
10474,AGH_G14,10.5,1062,AGH_AT14,0.124,,,,1,
32824,KLON,10.5,star:3282-32810-32824-4,star point,0.007499999999999993,,,,1,
54623,WOODLAND,17.5,star:5464-54622-54623-2,star point,0.007499999999999998,,,,1,
32022,KRAH,10.5,star:3203-3209-32022-2,star point,0.0075,,,,1,
20424,CORDUFF,10.5,star:2042-20416-20424-4,star point,0.0075,,,,1,
35238,LOU_AT3,10.5,star:3522-35231-35238-3,star point,0.0075,,,,1,
29673,BS_HUNTSTOWN,20.0,2972,HUNTSTOWN 2,0.03326,,,,1,
33422,KELLIS,10.5,star:3342-3341-33422-2,star point,0.007499999999999993,,,,1,
17422,CMIN2,10.5,star:1742-1741-17422-2,star point,0.0075,,,,1,
13812,BARNAHELY,20.0,13810,BARNAHELYB,1.1,,,,1,
18004,COOKSTOWN,38.0,18010,COOKSTOWN A,0.355,,,,1,
81061,HANA6P,22.0,star:81010-81020-81061-1,star point,0.06149999999999999,,,,1,
44702,PBEGG_BESS,20.0,4472,POOLBEG SOUT,0.1,,,,1,
44772,BS_PBEGG_BES,0.6,4472,POOLBEG SOUT,0.22,,,,1,
15001,BRINNY,10.0,1501,BRINNY,1.041,15010,BRINNY,1.041,2,1.0
39801,MUNGRET,6.0,3981,MUNGRET A,0.4,3991,MUNGRET B,0.4,2,1.0
10,F_M,38.0,3781,MCDERMOTT,0.29198,2561,FIN_URBAN,0.29818,2,1.0212343311185696
17671,HY_CLIFG1,10.5,1761,CLIFF,0.66,,,,1,
49501,SALTHILL,10.0,4951,SALTHILL,0.4,,,,1,
35103,LICKNY,33.0,3511,LICKNY,0.12,,,,1,
35171,W_LICKNY,0.69,3511,LICKNY,0.18,,,,1,
16614,CBAR T142 HO,38.0,1661,CASTLEBAR,0.4,,,,1,
12201,ATHY,10.0,1221,ATHY,1.1,,,,1,
12211,ATHY,10.0,1221,ATHY,1.2750000000000001,,,,1,
27474,GI CCGT,21.0,2742,GREAT ISLAND,0.02857,,,,1,
31273,RINGSEND FLE,10.5,3122,IRISHTOWN,0.1356,,,,1,
23601,ENNIS,10.0,2361,ENNIS,1.1,,,,1,
26903,GARBALLAGH,33.0,2691,GARBALLAGH,0.12,,,,1,
26971,PV_GILLINSTO,0.69,2691,GARBALLAGH,0.18,,,,1,
20201,CITY WEST,10.0,2021,CITY WEST,0.5,,,,1,
51101,SNUGBOROUGH,10.0,5111,SNUGBOROUGH,0.496,,,,1,
54621,WOOD,17.5,star:5464-5462-54621-1,star point,0.0075,,,,1,
19204,COW_CROSS,38.0,1921,COW CROSS,0.3979,,,,1,
17204,CAHIR,38.0,1721,CAHIR,0.3323,,,,1,
17672,HY_CLIFG2,10.5,1761,CLIFF,0.66,,,,1,
35237,LOU_AT2,10.5,star:3522-35232-35237-2,star point,0.0075,,,,1,
90063,TANDRAGEE,22.0,star:90012-90020-90063-1,star point,0.1351,,,,1,
25221,FLAG1,10.5,star:2522-2521-25221-1,star point,0.007499999999999993,,,,1,
81561,KELS6P,22.0,star:81510-81520-81561-1,star point,0.06169999999999999,,,,1,
13804,BARNAHELY,38.0,1381,BARNAHELY,0.4,,,,1,
50274,PBEGG4,11.0,5022,SHELLYBANKS,0.0588,,,,1,
45001,PLATIN,15.0,4501,PLATIN,0.792,,,,1,
74561,CAST6P,22.0,star:74511-74520-74561-1,star point,0.1523,,,,1,
16021,CLASH,10.5,star:1602-16011-16021-1,star point,0.007500000000000007,,,,1,
90362,TAMNAMORE,22.0,star:90310-90320-90362-1,star point,0.15775,,,,1,
30671,HY_INISG1,10.5,3061,INISCARRA,0.36529,,,,1,
47222,RAFF,10.5,star:4722-47210-47222-2,star point,0.0075,,,,1,
46501,RINGSEND,10.0,4651,RINGSEND,0.4,,,,1,
30821,INCH1,10.5,star:30820-3081-30821-1,star point,0.007500000000000003,,,,1,
35222,LOUT,10.5,star:3522-35211-35222-2,star point,0.007500000000000007,,,,1,
44624,PBEG,10.5,star:4472-4471-44624-4,star point,0.007499999999999996,,,,1,
