osm,name,names,keys,power,operator,voltage_kv,max_kv,lat,lon
way/266052564,Baltrasna 110kV Substation,Baltrasna 110kV Substation,BALTRASNA,substation,EirGrid,110;20,110.0,53.5454415,-6.4401389
way/429853634,Banagher 38kV Substation,Banagher 38kV Substation,BANAGHER,substation,ESB Networks,38,38.0,53.2009736,-8.0133554
way/335771580,Banbridge 110kV Substation,Banbridge 110kV Substation,BANBRIDGE,substation,NIE Networks,110,110.0,54.3439696,-6.2458547
way/1041509552,Banbridge North 33 kV Substation,Banbridge North 33 kV Substation,BANBRIDGE NORTH,substation,NIE Networks,33,33.0,54.3521894,-6.2792271
relation/17186059,Bancroft 110kV Substation,Bancroft 110kV Substation,BANCROFT,substation,EirGrid,110;10,110.0,53.2948465,-6.3505969
way/186166560,Bandon 110kV Substation,Bandon 110kV Substation,BANDON,substation,EirGrid,110;38;10,110.0,51.7739278,-8.733195
way/1041295795,Bangor Central 33 kV Substation,Bangor Central 33 kV Substation,BANGOR CENTRAL,substation,NIE Networks,33,33.0,54.6619116,-5.6646985
way/1041288640,Bangor East 33 kV Substation,Bangor East 33 kV Substation,BANGOR EAST,substation,NIE Networks,33,33.0,54.6552859,-5.6351392
way/445262808,Bangor Erris 38 kV Substation,Bangor Erris 38 kV Substation,BANGOR ERRIS,substation,ESB Networks,38,38.0,54.1461027,-9.7431239
way/1041288632,Bangor West 33 kV Substation,Bangor West 33 kV Substation,BANGOR WEST,substation,NIE Networks,33,33.0,54.6566483,-5.6891007
way/718919380,Bann Road (Tullaghans Road),Bann Road (Tullaghans Road),BANN ROAD TULLAGHANS ROAD,plant,elgin,,,54.9971058,-6.490634
way/485027251,Bann Road Solar Farm,Bann Road Solar Farm,BANN ROAD SOLAR FARM,plant,Elgin Energy,,,54.9634545,-6.5027658
way/185706609,Banoge 110kV,Banoge 110kV,BANOGE,substation,EirGrid,110,110.0,52.6502648,-6.2725523
way/555421712,Banteer Road Substation,Banteer Road Substation | 119018,BANTEER ROAD | 119018,substation,ESB Networks,10,10.0,52.1748568,-8.9034031
way/517769504,Bantry 38 kV Substation,Bantry 38 kV Substation,BANTRY,substation,ESB Networks,38;20;10,38.0,51.6876505,-9.432156
way/1003253888,Barnageeragh 110kV Substation,Barnageeragh 110kV Substation,BARNAGEERAGH,substation,EirGrid,110;20,110.0,53.4042822,-6.3698501
way/79803764,Barnahely 110 kV Substation,Barnahely 110 kV Substation,BARNAHELY,substation,EirGrid,110;38;20,110.0,51.8284805,-8.3442652
way/605963605,Barnakyle 110 kV Substation,Barnakyle 110 kV Substation,BARNAKYLE,substation,EirGrid,110,110.0,53.3146332,-6.4477366
way/242650089,Barnalackan 33kV Substation,Barnalackan 33kV Substation,BARNALACKAN,substation,NIE Networks,33,33.0,54.5164306,-7.6683902
relation/9491857,Barnesmore Wind Farm,Barnesmore Wind Farm,BARNESMORE WIND FARM,plant,ScottishPower Renewables,,,54.6944642,-7.9359598
way/1017406119,Barntown 38kV Substation,Barntown 38kV Substation,BARNTOWN,substation,ESB Networks,38,38.0,52.3347584,-6.5461185
way/455037784,Baroda 110kV Substation,Baroda 110kV Substation,BARODA,substation,EirGrid,110;38,110.0,53.1859251,-6.7752554
relation/16089331,Barranafaddock Wind Farm,Barranafaddock Wind Farm,BARRANAFADDOCK WIND FARM,plant,Barranafaddock Sustainable Electricity Limited,,,52.1786151,-8.10294
way/236651495,Barrymore 110kV Substation,Barrymore 110kV Substation,BARRYMORE,substation,EirGrid,110;38,110.0,52.0958683,-8.2546807
node/9609280789,Bath St,Bath St | 9069,BATH SAINT | 9069,substation,ESB Networks,10,10.0,52.2541208,-7.1141815
way/1451328977,Batter Lane 110 kV Substation,Batter Lane 110 kV Substation,BATTER LANE,substation,EirGrid,110;38;20,110.0,53.4911609,-6.2057032
way/444965653,Bayside DART Substation,Bayside DART Substation,BAYSIDE DART,substation,Irish Rail,38,38.0,53.3911854,-6.1355937
way/516743288,Beal Na Blath 38 kV,Beal Na Blath 38 kV,BEAL NA BLATH,substation,ESB Networks,38;20,38.0,51.8341619,-8.8787933
relation/15434545,Beale Hill Wind Farm,Beale Hill Wind Farm,BEALE HILL WIND FARM,plant,Ameresco,,,52.5634528,-9.6322013
way/440837993,Bealistown 38kV Substation,Bealistown 38kV Substation,BEALISTOWN,substation,ESB Networks,38;20;10,38.0,52.2718208,-6.8669842
relation/15261309,Beallough Wind Farm,Beallough Wind Farm,BEALLOUGH WIND FARM,plant,Tornado Electrical Ltd,,,52.2731742,-7.3429867
way/32904413,Beallough Windfarm Substation,Beallough Windfarm Substation,BEALLOUGH WINDFARM,substation,ESB Networks,10,10.0,52.2733444,-7.3410969
relation/15061748,Beam Hill Wind Farm,Beam Hill Wind Farm,BEAM HILL WIND FARM,plant,Greencoat Renewables,,,55.1986741,-7.4382934
way/520247049,Bedford Row 38kV Substation,Bedford Row 38kV Substation,BEDFORD ROW,substation,ESB Networks,38,38.0,53.3458613,-6.261467
way/437217893,Beenageeha Substation,Beenageeha Substation,BEENAGEEHA,substation,ESB Networks,10,10.0,52.3325645,-9.5626577
relation/14352678,Beenageeha Wind Farm,Beenageeha Wind Farm,BEENAGEEHA WIND FARM,plant,B9,,,52.3319821,-9.5625425
way/714018181,Belcamp 220kV Substation,Belcamp 220kV Substation,BELCAMP,substation,EirGrid,220;110,220.0,53.409766,-6.2025287
way/681695128,Belfast Road Solar Farm,Belfast Road Solar Farm,BELFAST ROAD SOLAR FARM,plant,Lightsource BP,,,54.6388743,-6.1109817
way/380306159,Belfield 38kV Substation,Belfield 38kV Substation,BELFIELD,substation,ESB Networks,38,38.0,53.306272,-6.2131649
way/449099163,Belgard 38kV Substation,Belgard 38kV Substation,BELGARD,substation,ESB Networks,38;10,38.0,53.2920075,-6.3676617
way/205659794,Bellacorick 110 kV Substation,Bellacorick 110 kV Substation,BELLACORICK,substation,EirGrid,110;38;20,110.0,54.1205007,-9.5787377
relation/14167758,Bellacorick Wind Farm,Bellacorick Wind Farm | Bellacorrick Wind Farm,BELLACORICK WIND FARM | BELLACORRICK WIND FARM,plant,Bord na Móna,,,54.1374413,-9.5309291
way/1017304528,Belleek South 33 kV Substation,Belleek South 33 kV Substation,BELLEEK SOUTH,substation,NIE Networks,33,33.0,54.4769665,-8.0868089
way/1186322218,Bellefield 38 kV Substation,Bellefield 38 kV Substation,BELLEFIELD,substation,ESB Networks,38,38.0,52.5043902,-6.5773477
way/466886469,Belmullet 38 kV Substation,Belmullet 38 kV Substation,BELMULLET,substation,ESB Networks,38,38.0,54.2119389,-9.9634542
relation/19826086,Belpatrick Wind Farm,Belpatrick Wind Farm,BELPATRICK WIND FARM,plant,,,,53.7899506,-6.5306538
way/440134887,Belview 38kV Substation,Belview 38kV Substation,BELVIEW,substation,ESB Networks,38;20,38.0,52.2649545,-7.0362127
way/1041663182,Benburb Central 33 kV Substation,Benburb Central 33 kV Substation,BENBURB CENTRAL,substation,NIE Networks,33,33.0,54.4037946,-6.7823823
way/1039576815,Bentra Central 33 kV Substation,Bentra Central 33 kV Substation,BENTRA CENTRAL,substation,NIE Networks,33,33.0,54.7572025,-5.7359495
way/1041691208,Bessbrook North 33kV Substation,Bessbrook North 33kV Substation,BESSBROOK NORTH,substation,NIE Networks,33,33.0,54.206016,-6.3669763
way/1041691207,Bessbrook South 33kV Substation,Bessbrook South 33kV Substation,BESSBROOK SOUTH,substation,NIE Networks,33,33.0,54.1853003,-6.3927936
way/1056860460,Bessy Bell 33kV Substation,Bessy Bell 33kV Substation,BESSY BELL,substation,NIE Networks,33,33.0,54.6814882,-7.3801794
relation/14075720,Bessy Bell Wind Farm,Bessy Bell Wind Farm,BESSY BELL WIND FARM,plant,SSE Renewables,,,54.6786807,-7.3950869
relation/9296910,Bin Mountain,Bin Mountain,BIN MOUNTAIN,plant,,,,54.634267,-7.6130144
way/193416842,Binbane 110 kV Substation,Binbane 110 kV Substation,BINBANE,substation,EirGrid,110;38,110.0,54.7189369,-8.2634291
way/793289730,Binbane 38 kV Substation,Binbane 38 kV Substation,BINBANE,substation,ESB Networks,38,38.0,54.7191237,-8.2639856
relation/14139554,Bindoo Wind Farm,Bindoo Wind Farm,BINDOO WIND FARM,plant,SSE Renewables,,,54.013909,-7.1061222
way/1388402958,Biocore Environmental AD1,Biocore Environmental AD1 | AD1,BIOCORE ENVIRONMENTAL AD1 | AD1,plant,Biocore Environmental,,,53.8898404,-8.5098472
way/461739493,Birdhill 38 kV Substation,Birdhill 38 kV Substation,BIRDHILL,substation,ESB Networks,38,38.0,52.7693783,-8.4305073
way/183499449,Birr 38kV Substation,Birr 38kV Substation,BIRR,substation,ESB Networks,38,38.0,53.0897572,-7.8904944
way/1041666999,Bishopscourt Central 33 kV Substation,Bishopscourt Central 33 kV Substation,BISHOPSCOURT CENTRAL,substation,NIE Networks,33,33.0,54.302796,-5.6095846
way/518586455,Bishopstown 38 kV Substation,Bishopstown 38 kV Substation,BISHOPSTOWN,substation,ESB Networks,38;10,38.0,51.8870709,-8.543967
way/1183780383,Bishopswater,Bishopswater,BISHOPSWATER,substation,ESB Networks,10,10.0,52.3287404,-6.4712702
relation/14291011,Black Banks Wind Farm,Black Banks Wind Farm,BLACK BANKS WIND FARM,plant,ESB Generation and Wholesale Markets,,,54.1459467,-8.199599
relation/14382924,Black Lough Wind Farm,Black Lough Wind Farm,BLACK LOUGH WIND FARM,plant,,,,54.1693205,-8.943563
way/371316756,Blackrock 110kV Substation,Blackrock 110kV Substation,BLACKROCK,substation,EirGrid,110;38,110.0,53.2914859,-6.1746313
way/265386067,Blake 110 kV Substation,Blake 110 kV Substation,BLAKE,substation,EirGrid,110;38;10,110.0,53.2886399,-6.8812414
way/1002130808,Blanchfield 38 kV Substation,Blanchfield 38 kV Substation,BLANCHFIELD,substation,ESB Networks,38;20,38.0,52.6617577,-7.5089625
way/255719033,Blessington 38kV Substation,Blessington 38kV Substation,BLESSINGTON,substation,ESB Networks,38;20;10,38.0,53.184332,-6.5254914
way/1125304097,Blundelstown 110 kV Substation,Blundelstown 110 kV Substation,BLUNDELSTOWN,substation,EirGrid,110,110.0,53.444432,-6.5335903
way/1132054731,Blusheens 20 kV Substation,Blusheens 20 kV Substation,BLUSHEENS,substation,ESB Networks,20,20.0,52.2491731,-6.4223151
way/938614387,Blusheens Solar Farm,Blusheens Solar Farm,BLUSHEENS SOLAR FARM,plant,EDF Renewables,,,52.2471928,-6.4226381
way/477255058,Bog Meadows 33 kV Substation,Bog Meadows 33 kV Substation,BOG MEADOWS,substation,NIE Networks,33,33.0,54.5747242,-5.9662628
way/186889661,Boggeragh 110kV Substation,Boggeragh 110kV Substation,BOGGERAGH,substation,EirGrid,110;38;33,110.0,52.0384891,-8.9086408
relation/14170216,Boggeragh Wind Farm,Boggeragh Wind Farm,BOGGERAGH WIND FARM,plant,Green Energy Company Ltd.,,,52.0503062,-8.9011086
way/519772616,Boghall Road 38kV Substation,Boghall Road 38kV Substation,BOGHALL ROAD,substation,ESB Networks,38,38.0,53.1868915,-6.1077136
way/1245234481,Boolard Wind Farm,Boolard Wind Farm,BOOLARD WIND FARM,plant,NTR plc,,,52.323337,-8.7595415
way/212731351,Booltiagh 110 kV Substation,Booltiagh 110 kV Substation,BOOLTIAGH,substation,EirGrid,110;38;20,110.0,52.7756037,-9.240483
relation/9195703,Booltiagh Wind Farm,Booltiagh Wind Farm,BOOLTIAGH WIND FARM,plant,Brookfield Renewable Partners,,,52.7822725,-9.2455873
way/1002464037,Boolynagleragh 38kV Substation,Boolynagleragh 38kV Substation,BOOLYNAGLERAGH,substation,ESB Networks,38,38.0,52.7808,-9.1511827
relation/15004166,Boolynagleragh Wind Farm,Boolynagleragh Wind Farm,BOOLYNAGLERAGH WIND FARM,plant,Invis Energy,,,52.7784279,-9.1425062
way/1057100688,Borrisoleigh 38 kV Substation,Borrisoleigh 38 kV Substation,BORRISOLEIGH,substation,ESB Networks,38,38.0,52.7556891,-7.9525514
way/244491691,Boyle 38 kV Substation,Boyle 38 kV Substation,BOYLE,substation,ESB Networks,38,38.0,53.9636167,-8.3005183
way/819286958,Bracetown 220kV Substation,Bracetown 220kV Substation,BRACETOWN,substation,EirGrid,220;20,220.0,53.4222695,-6.4457133
way/1195952453,Brackagh Quarry Windfarm,Brackagh Quarry Windfarm,BRACKAGH QUARRY WINDFARM,plant,RES Group,,,54.752543,-6.8274671
way/1002147658,Brackagh Substation,Brackagh Substation,BRACKAGH,substation,NIE Networks,11,11.0,54.7521202,-6.8240853
way/1533733510,Bracklone 110kV Substation,Bracklone 110kV Substation,BRACKLONE,substation,EirGrid,110;20;10,110.0,53.1531424,-7.1605331
way/1041675579,Braniel 33 kV Substation,Braniel 33 kV Substation,BRANIEL,substation,NIE Networks,33,33.0,54.5763278,-5.8681099
way/509422130,Bray 38kV Substation,Bray 38kV Substation,BRAY,substation,ESB Networks,38;10,38.0,53.1935539,-6.1277485
way/407018687,Bray DART Substation,Bray DART Substation,BRAY DART,substation,Irish Rail,38,38.0,53.2066202,-6.102257
node/11105045047,Breagho T,Breagho T,BREAGHO T,substation,NIE Networks,11,11.0,54.380996,-7.5919547
way/320229597,Brewery Road 38kV Substation,Brewery Road 38kV Substation,BREWERY ROAD,substation,ESB Networks,38,38.0,53.2795332,-6.1985479
way/235933652,Brinny 110kV Substation,Brinny 110kV Substation,BRINNY,substation,EirGrid,110,110.0,51.7851436,-8.7045456
way/500284316,Broadstone Luas Substation,Broadstone Luas Substation,BROADSTONE LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.35488,-6.2763862
way/685222120,Brockaghboy 110kV Substation,Brockaghboy 110kV Substation,BROCKAGHBOY,substation,NIE Networks,110,110.0,54.9371278,-6.7382085
relation/11198795,Brockaghboy Wind Farm,Brockaghboy Wind Farm,BROCKAGHBOY WIND FARM,plant,Greencoat UK Wind,,,54.9327236,-6.7306059
way/460132004,Brookhill Central 33kV Substation,Brookhill Central 33kV Substation,BROOKHILL CENTRAL,substation,NIE Networks,33,33.0,54.5307806,-6.1568752
way/522731953,Broombridge Luas Substation,Broombridge Luas Substation,BROOMBRIDGE LUAS,substation,Luas - Transdev Dublin Light Rail Limited,38,38.0,53.3705551,-6.2913166
way/688755600,Bruckana 38kV Substation,Bruckana 38kV Substation,BRUCKANA,substation,ESB Networks,38,38.0,52.7780671,-7.6678904
relation/14290828,Bruckana Wind Farm,Bruckana Wind Farm,BRUCKANA WIND FARM,plant,Bord na Móna,,,52.7831987,-7.670089
way/520407394,Bruff 38 kV Substation,Bruff 38 kV Substation,BRUFF,substation,ESB Networks,38,38.0,52.5131739,-8.5080796
way/1208620277,Bruree Hydro,Bruree Hydro,BRUREE HYDRO,plant,,,,52.4244199,-8.665712
way/1041686803,Buckna Central 33 kV Substation,Buckna Central 33 kV Substation,BUCKNA CENTRAL,substation,NIE Networks,33,33.0,54.904388,-6.0905359
way/1046795490,Buffy 110kV Substation,Buffy 110kV Substation | Ardderroo 110kV Substation,BUFFY | ARDDERROO,substation,EirGrid,110,110.0,53.3580797,-9.2937884
way/1500790592,Bullstown Solar Farm,Bullstown Solar Farm,BULLSTOWN SOLAR FARM,plant,ESB Generation and Wholesale Markets,,,53.48914,-6.3676693
way/463347490,Bunclody 38kV Substation,Bunclody 38kV Substation,BUNCLODY,substation,ESB Networks,38,38.0,52.6511086,-6.6192035
way/243396819,Buncrana 38 kV Substation,Buncrana 38 kV Substation,BUNCRANA,substation,ESB Networks,38,38.0,55.1304058,-7.4415544
way/266466777,Bundoran 38 kV Substation,Bundoran 38 kV Substation,BUNDORAN,substation,ESB Networks,38,38.0,54.472574,-8.2658924
relation/19107171,Bunnahowen Wind Farm,Bunnahowen Wind Farm,BUNNAHOWEN WIND FARM,plant,Gus Ruddy - Alt Turbines Co. Limited,,,54.192512,-9.8890784
way/1036704300,Bunnyconnellan 38 kV Substation,Bunnyconnellan 38 kV Substation,BUNNYCONNELLAN,substation,ESB Networks,38;20,38.0,54.0994273,-8.994708
relation/15261237,Bunnyconnellan Wind Farm,Bunnyconnellan Wind Farm,BUNNYCONNELLAN WIND FARM,plant,Renewable Energy Systems,,,54.0920589,-8.9918417
relation/15003820,Burren Wind Farm (Bawnmore 1),Burren Wind Farm (Bawnmore 1),BURREN WIND FARM BAWNMORE 1,plant,,,,51.9535087,-8.9117236
relation/16358204,Burtonport Wind Farm,Burtonport Wind Farm,BURTONPORT WIND FARM,plant,Burtonport Fisheries,,,54.9800767,-8.4403383
way/277600319,Bushfield 38kV Substation,Bushfield 38kV Substation,BUSHFIELD,substation,ESB Networks,38;10,38.0,53.4291694,-7.9025182
way/354809789,Bushmills 33 kV Substation,Bushmills 33 kV Substation,BUSHMILLS,substation,NIE Networks,33,33.0,55.2012986,-6.5302698
way/235590778,Butlerstown 110kV Substation,Butlerstown 110kV Substation,BUTLERSTOWN,substation,EirGrid,110;38,110.0,52.2286078,-7.1703735
way/508008044,Buttevant 38 kV Substation,Buttevant 38 kV Substation,BUTTEVANT,substation,ESB Networks,38;10,38.0,52.2377712,-8.664122
way/1143069613,Bweeng 38kV substation,Bweeng 38kV substation,BWEENG,substation,ESB Networks,38,38.0,52.0571594,-8.8090167
node/13120247042,CASTLETROY SEW KIOSK,CASTLETROY SEW KIOSK | 067289 Z,CASTLETROY SEW KIOSK | 067289 Z,substation,ESB Networks,10,10.0,52.6749835,-8.5808402
way/374690911,Cabra 110 kV Substation,Cabra 110 kV Substation,CABRA,substation,EirGrid,110;10,110.0,53.372675,-6.3003671
relation/14352926,Cahercullenagh Upper Wind Farm,Cahercullenagh Upper Wind Farm,CAHERCULLENAGH UPPER WIND FARM,plant,Invis Energy,,,52.2886692,-9.5429201
way/288964932,Caherdavin 38 kV Substation,Caherdavin 38 kV Substation,CAHERDAVIN,substation,ESB Networks,38;10,38.0,52.6692567,-8.6535029
way/438945351,Caherdowney Substation,Caherdowney Substation,CAHERDOWNEY,substation,ESB Networks,20,20.0,52.0025259,-9.1181732
relation/14170272,Caherdowney Wind Farm,Caherdowney Wind Farm,CAHERDOWNEY WIND FARM,plant,Energia,,,52.000987,-9.1175154
way/1002446177,Cahermurphy Substation,Cahermurphy Substation,CAHERMURPHY,substation,ESB Networks,20,20.0,52.7664182,-9.3327392
relation/15865566,Cahermurphy wind farm,Cahermurphy wind farm,CAHERMURPHY WIND FARM,plant,,,,52.7676928,-9.337111
way/374590823,Cahir 110kV Substation,Cahir 110kV Substation,CAHIR,substation,EirGrid,110;38;10,110.0,52.3769959,-7.8984212
way/212361022,Cahircalla 38 kV Substation,Cahircalla 38 kV Substation,CAHIRCALLA,substation,ESB Networks,38;10,38.0,52.830658,-8.9917572
way/821985755,Callagheen 33 kV Substation,Callagheen 33 kV Substation,CALLAGHEEN,substation,NIE Networks,33,33.0,54.4385614,-8.0131887
way/821985754,Callagheen Windfarm,Callagheen Windfarm,CALLAGHEEN WINDFARM,plant,Callagheen Wind Farm Ltd (Scottish Power Renewables),,,54.4435001,-8.0137306
way/189966864,Callan 38 kV Substation,Callan 38 kV Substation,CALLAN,substation,ESB Networks,38;10,38.0,52.538903,-7.3836126
way/588456938,Callee 38 kV Substation,Callee 38 kV Substation,CALLEE,substation,ESB Networks,38,38.0,52.1784579,-8.1045109
way/154504425,Camden Row 38 kV Substation,Camden Row 38 kV Substation,CAMDEN ROW,substation,ESB Networks,38,38.0,53.3364933,-6.2666351
way/1154822210,Campile Converter Station,Campile Converter Station,CAMPILE,substation,EirGrid,320;220,320.0,52.2816555,-6.9856001
way/437302838,Campsie Central 33kV Substation,Campsie Central 33kV Substation,CAMPSIE CENTRAL,substation,NIE Networks,33,33.0,55.0369154,-7.2084817
way/522334834,Cappamore 38 kV Substation,Cappamore 38 kV Substation,CAPPAMORE,substation,ESB Networks,38,38.0,52.6088314,-8.3335758
relation/16023808,Cappawhite B wind farm,Cappawhite B wind farm,CAPPAWHITE B WIND FARM,plant,ABO Wind,,,52.6859489,-8.0861434
relation/16356390,Cappawhite Wind Farm,Cappawhite Wind Farm,CAPPAWHITE WIND FARM,plant,ESB Generation and Wholesale Markets,,,52.608915,-8.1682343
way/1041805098,Cargos Hill 33 kV Substation,Cargos Hill 33 kV Substation,CARGOS HILL,substation,NIE Networks,33,33.0,54.6546541,-5.7253488
way/201204151,Carhoon 110kV Substation,Carhoon 110kV Substation,CARHOON,substation,EirGrid,110;38,110.0,53.1615276,-8.3401466
way/241661149,Cark 38 kV Substation,Cark 38 kV Substation,CARK,substation,ESB Networks,38,38.0,54.8810366,-7.8843328
relation/15016254,Cark Wind Farm,Cark Wind Farm,CARK WIND FARM,plant,,,,54.8870558,-7.8791333
way/170568529,Carlow 110kV Substation,Carlow 110kV Substation,CARLOW,substation,EirGrid,110;38,110.0,52.8325066,-6.8445771
way/1041805888,Carn Central 33 kV Substation,Carn Central 33 kV Substation,CARN CENTRAL,substation,NIE Networks,33,33.0,54.4501251,-6.4097576
way/1274928964,Carn Hill Wind Farm,Carn Hill Wind Farm,CARN HILL WIND FARM,plant,,,,54.723504,-5.9230826
way/352796957,Carndonagh 38 kV Substation,Carndonagh 38 kV Substation,CARNDONAGH,substation,ESB Networks,38,38.0,55.2434889,-7.2762826
way/440022891,Carnlough 33kV Substation,Carnlough 33kV Substation,CARNLOUGH,substation,NIE Networks,33,33.0,54.9795766,-5.9953114
way/166809471,Carnmoney 110kV Substation,Carnmoney 110kV Substation,CARNMONEY,substation,NIE Networks,110,110.0,54.6869153,-5.9538319
way/280136951,Carnsore 38kV Substation,Carnsore 38kV Substation,CARNSORE,substation,ESB Networks,38,38.0,52.1829862,-6.3641671
