bus,station,bus_count,psse_names,kv,jurisdiction,osm,osm_name,osm_voltage_kv,operator,lat,lon,method,score,runner_up,runner_up_score,voltage_check,note
89515,STRA,2,STRA_PST,110,NI,way/374848631,Strabane 110kV Substation,,,54.8524826,-7.4307015,coupled,95.0,STRABANE,66.66666666666667,not applied: placed from a neighbour,"bus 89515 is joined to bus 89510 (STRABANE) by the station's own transformer, so it is inside the same station"
89516,STRA,2,STRA_PST,110,NI,way/374848631,Strabane 110kV Substation,,,54.8524826,-7.4307015,coupled,95.0,STRABANE,66.66666666666667,not applied: placed from a neighbour,"bus 89515 is joined to bus 89510 (STRABANE) by the station's own transformer, so it is inside the same station"
89517,STRABANE ZER,1,STRABANE ZER,110,NI,way/374848631,Strabane 110kV Substation,,,54.8524826,-7.4307015,coupled,95.0,RAMSEY WATER TURBINE,56.25,not applied: placed from a neighbour,"bus 89517 is joined to bus 89515 (STRA) by the station's own transformer, so it is inside the same station"
90011,TAND1,2,TAND1A|TAND1B,110,NI,way/227767019,Tandragee 275kV Substation,,,54.3700948,-6.425216,coupled,95.0,OUTLANDS,61.53846153846154,not applied: placed from a neighbour,"bus 90011 is joined to bus 90020 (TANDRAGEE) by the station's own transformer, so it is inside the same station"
90012,TAND1,2,TAND1A|TAND1B,110,NI,way/227767019,Tandragee 275kV Substation,,,54.3700948,-6.425216,coupled,95.0,OUTLANDS,61.53846153846154,not applied: placed from a neighbour,"bus 90011 is joined to bus 90020 (TANDRAGEE) by the station's own transformer, so it is inside the same station"
90020,TANDRAGEE,1,TANDRAGEE,275,NI,way/227767019,Tandragee 275kV Substation,275,NIE Networks,54.3700948,-6.425216,exact,100.0,,,agrees,
90210,TREM,1,TREM,110,NI,,,,,,,weak,75.0,TREMOGE,72.72727272727273,,"best candidate 'TRIM' (way/499678809) scored 75, below 92"
90310,TAMNAMOR,2,TAMNAMOR,275;110,NI,way/227767022,Tamnamore 275kV Substation,275,NIE Networks,54.5119455,-6.6816791,prefix,98.0,,,agrees,'TAMNAMOR' is a prefix of exactly one OSM name and the voltage agrees. 2 objects share this name and lie within 0.2 km of each other - one site mapped more than once; the highest-voltage of them is taken
90320,TAMNAMOR,2,TAMNAMOR,275;110,NI,way/227767022,Tamnamore 275kV Substation,275,NIE Networks,54.5119455,-6.6816791,prefix,98.0,,,agrees,'TAMNAMOR' is a prefix of exactly one OSM name and the voltage agrees. 2 objects share this name and lie within 0.2 km of each other - one site mapped more than once; the highest-voltage of them is taken
90511,WARN1,2,WARN1A|WARN1B,110,NI,way/231161975,Waringstown 110kV Substation,110,NIE Networks,54.450423,-6.3078693,ni-code,97.0,,,agrees,"'WARN' sits in 'Waringstown 110kV Substation' within 5 characters, tighter than in any other Northern Ireland substation at 110 kV; the code's digit 1 is the voltage class"
90512,WARN1,2,WARN1A|WARN1B,110,NI,way/231161975,Waringstown 110kV Substation,110,NIE Networks,54.450423,-6.3078693,ni-code,97.0,,,agrees,"'WARN' sits in 'Waringstown 110kV Substation' within 5 characters, tighter than in any other Northern Ireland substation at 110 kV; the code's digit 1 is the voltage class"
