bus,station,bus_count,psse_names,kv,jurisdiction,osm,osm_name,osm_voltage_kv,operator,lat,lon,method,score,runner_up,runner_up_score,voltage_check,note
2821,GORTAWEE,1,GORTAWEE,110,IE,way/199125367,Gortawee 110kV Station,110;38,EirGrid,54.1291946,-7.5811846,exact,100.0,,,agrees,
2841,GORMAN,3,GORMAN|GORMAN ESS,220;110,IE,way/264852019,Gorman 220kV Substation,220;110,EirGrid,53.7009328,-6.6442071,exact,100.0,,,agrees,
2842,GORMAN,3,GORMAN|GORMAN ESS,220;110,IE,way/264852019,Gorman 220kV Substation,220;110,EirGrid,53.7009328,-6.6442071,exact,100.0,,,agrees,
2852,GLANAGOW,1,GLANAGOW,220,IE,way/361261945,Glanagow 220 kV Substation,220,EirGrid,51.8150801,-8.2496363,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
2861,GRANGE CASTL,1,GRANGE CASTL,110,IE,way/98820685,Grange Castle 110kV Substation,110;38;20;10,EirGrid,53.3299746,-6.4452964,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'GRANGE CASTL', a prefix of exactly one OSM name. 3 objects share this name and lie within 1.2 km of each other - one site mapped more than once; the highest-voltage of them is taken"
2870,CLOGHER,4,CLOGHER,110,IE,way/705880940,Clogher 110kV Substation,110,EirGrid,54.6870462,-7.9951038,exact,100.0,,,agrees,
2871,CLOGHER,4,CLOGHER,110,IE,way/705880940,Clogher 110kV Substation,110,EirGrid,54.6870462,-7.9951038,exact,100.0,,,agrees,
2881,GLENLARA,2,GLENLARA,110,IE,way/374587161,Glenlara 110kV Substation,110;38,EirGrid,52.2053487,-9.023808,exact,100.0,,,agrees,
2941,HAROLDS CROS,1,HAROLDS CROS,110,IE,way/61842646,Harolds Cross 110kV Station,110;10,EirGrid,53.3290125,-6.2754277,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'HAROLDS CROS', a prefix of exactly one OSM name."
2951,HEUSTON SQUA,1,HEUSTON SQUA,110,IE,way/445318192,Heuston Square 110kV Substation,110;10,EirGrid,53.3451523,-6.3000097,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'HEUSTON SQUA', a prefix of exactly one OSM name."
2962,HUNTSTOWN,1,HUNTSTOWN,220,IE,way/374962479,Huntstown 220 kV Substation,220,EirGrid,53.4109851,-6.3249285,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
2972,HUNTSTOWN 2,1,HUNTSTOWN 2,220,IE,,,,,,,weak,90.0,HUNTSTOWN TEG,75.0,,"best candidate 'HUNTSTOWN' (way/374962479) scored 90, below 92"
3061,INISCARRA,1,INISCARRA,110,IE,way/373209905,Inniscarra 110kV Substation,110;38;10.5,EirGrid,51.9017859,-8.661073,fuzzy,94.73684210526316,KILCARRAGH,63.1578947368421,agrees,token-sort score 95 against 'INNISCARRA'. 3 objects share this name; only one is tagged at this station's voltage
3081,INCH_CITY,1,INCH_CITY,110,IE,way/456199341,Inchicore 220kV Substation,,,53.3337774,-6.3391212,coupled,95.0,GARDEN CITY,60.0,not applied: placed from a neighbour,"bus 3081 is joined to bus 3082 (INCHICORE) by the station's own transformer, so it is inside the same station"
3082,INCHICORE,2,INCHICORE,220,IE,way/456199341,Inchicore 220kV Substation,220;110;38,EirGrid,53.3337774,-6.3391212,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
3091,INCH_COUNTRY,1,INCH_COUNTRY,110,IE,way/456199341,Inchicore 220kV Substation,,,53.3337774,-6.3391212,coupled,95.0,INCHICORE CENTRAL,62.06896551724138,not applied: placed from a neighbour,"bus 3091 is joined to bus 3082 (INCHICORE) by the station's own transformer, so it is inside the same station"
3101,IKERRIN,1,IKERRIN,110,IE,way/158575778,Ikerrin 110kV Substation,110;38,EirGrid,52.91857,-7.7713595,exact,100.0,,,agrees,
3122,IRISHTOWN,1,IRISHTOWN,220,IE,way/1368163958,Irishtown 220-kV Substation,220,EirGrid,53.3400724,-6.2019353,prefix,98.0,,,agrees,'IRISHTOWN' is a prefix of exactly one OSM name and the voltage agrees. 3 objects share this name; only one is tagged at this station's voltage
3190,KNOCKANURE,4,KNOCKANURE,220;110,IE,way/1003262502,Knockanure 220kV Substation,220;110,EirGrid,52.4345623,-9.3733302,exact,100.0,,,agrees,
3191,KNOCKANURE,4,KNOCKANURE,220;110,IE,way/1003262502,Knockanure 220kV Substation,220;110,EirGrid,52.4345623,-9.3733302,exact,100.0,,,agrees,
3192,KNOCKANURE,4,KNOCKANURE,220;110,IE,way/1003262502,Knockanure 220kV Substation,220;110,EirGrid,52.4345623,-9.3733302,exact,100.0,,,agrees,
3201,KNOCKRAHA,4,KNOCKRAHA,220;110,IE,way/104388595,Knockraha 220kV Substation,220;110,EirGrid,51.9541985,-8.3194761,exact,100.0,,,agrees,
3202,KNOCKRAHA,4,KNOCKRAHA,220;110,IE,way/104388595,Knockraha 220kV Substation,220;110,EirGrid,51.9541985,-8.3194761,exact,100.0,,,agrees,
3203,KNOCKRAHA,4,KNOCKRAHA,220;110,IE,way/104388595,Knockraha 220kV Substation,220;110,EirGrid,51.9541985,-8.3194761,exact,100.0,,,agrees,
3209,KNOCKRAHA,4,KNOCKRAHA,220;110,IE,way/104388595,Knockraha 220kV Substation,220;110,EirGrid,51.9541985,-8.3194761,exact,100.0,,,agrees,
3221,KILBARRY,1,KILBARRY,110,IE,way/31330615,110kV Kilbarry Electrical Substation,110;38;10,EirGrid,51.9224604,-8.4769397,exact,100.0,,,agrees,
3241,KILTEEL,2,KILTEEL|KILTEEL_CAP,110,IE,way/257893804,Kilteel 110kV Substation,110;38,EirGrid,53.2465815,-6.5400403,exact,100.0,,,agrees,
3251,REAMORE,1,REAMORE,110,IE,way/218565935,Reamore 110kV Substation,110;38,EirGrid,52.302124,-9.5436255,exact,100.0,,,agrees,
3261,KILKENNY,1,KILKENNY,110,IE,way/150242815,Kilkenny 110kV Substation,110;38,EirGrid,52.6405514,-7.1718695,exact,100.0,,,agrees,
3281,KILLONAN,2,KILLONAN,220;110,IE,way/180637986,Killonan 220kV Substation,220;110,EirGrid,52.6401871,-8.5454912,exact,100.0,,,agrees,
3282,KILLONAN,2,KILLONAN,220;110,IE,way/180637986,Killonan 220kV Substation,220;110,EirGrid,52.6401871,-8.5454912,exact,100.0,,,agrees,
3301,KNOCKEARAGH,1,KNOCKEARAGH,110,IE,way/236517264,Knockearagh 110kV Substation,110;38,EirGrid,52.0764652,-9.4387403,exact,100.0,,,agrees,
3321,KNOCKUMBER,1,KNOCKUMBER,110,IE,way/361725341,Knockumber (1) 110kV Substation,110,EirGrid,53.6555904,-6.7147404,prefix,98.0,,,agrees,'KNOCKUMBER' is a prefix of exactly one OSM name and the voltage agrees.
3330,BALLYNAHULLA,3,BALLYNAHULLA,220;110,IE,way/819997192,Ballynahulla 220kV Substation,220;110,EirGrid,52.1738656,-9.2611456,exact,100.0,,,agrees,
3331,BALLYNAHULLA,3,BALLYNAHULLA,220;110,IE,way/819997192,Ballynahulla 220kV Substation,220;110,EirGrid,52.1738656,-9.2611456,exact,100.0,,,agrees,
3332,BALLYNAHULLA,3,BALLYNAHULLA,220;110,IE,way/819997192,Ballynahulla 220kV Substation,220;110,EirGrid,52.1738656,-9.2611456,exact,100.0,,,agrees,
3341,KELLIS,2,KELLIS,220;110,IE,way/89760546,Kellis 220kV Substation,220;110,EirGrid,52.7887081,-6.8163185,exact,100.0,,,agrees,
3342,KELLIS,2,KELLIS,220;110,IE,way/89760546,Kellis 220kV Substation,220;110,EirGrid,52.7887081,-6.8163185,exact,100.0,,,agrees,
3352,KELLYSTOWN,1,KELLYSTOWN,220,IE,way/887405637,Kellystown 220 kV Substation,220,EirGrid,53.3823502,-6.524176,exact,100.0,,,agrees,
3381,KINNEGAD,1,KINNEGAD,110,IE,way/167102153,Kinnegad 110kV,110,EirGrid,53.4302536,-7.1427122,exact,100.0,,,agrees,
3391,KNOCKACUMMER,1,KNOCKACUMMER,110,IE,way/508612114,Knockacummer 110kV Substation,110;20,EirGrid,52.2595355,-9.1006362,exact,100.0,,,agrees,
3401,KILLOTERAN,1,KILLOTERAN,110,IE,way/235590779,Killoteran 110kV Substation,110;10,EirGrid,52.2518508,-7.1589941,exact,100.0,,,agrees,
3421,KILMORE,1,KILMORE,110,IE,way/697464731,Kilmore 110kV Substation,110;10,EirGrid,53.4013032,-6.2208175,exact,100.0,,,agrees,
3431,KILMAHUD,1,KILMAHUD,110,IE,way/437278179,Kilmahud 110kV Substation,110;10,EirGrid,53.3259419,-6.4540511,exact,100.0,,,agrees,
3461,KILPADDOGE,3,KILPADDOGE,220;110,IE,way/516651650,Kilpaddoge 220kV Substation,220;110;20,EirGrid,52.5801792,-9.3963977,exact,100.0,,,agrees,
3462,KILPADDOGE,3,KILPADDOGE,220;110,IE,way/516651650,Kilpaddoge 220kV Substation,220;110;20,EirGrid,52.5801792,-9.3963977,exact,100.0,,,agrees,
3471,CASTLEBAGOT,2,CASTLEBAGOT,220;110,IE,way/710981639,Castlebaggot 220kV Substation,220;110,EirGrid,53.3166943,-6.4497194,fuzzy,95.65217391304348,CASTLEBAR,80.0,agrees,token-sort score 96 against 'CASTLEBAGGOT'.
3472,CASTLEBAGOT,2,CASTLEBAGOT,220;110,IE,way/710981639,Castlebaggot 220kV Substation,220;110,EirGrid,53.3166943,-6.4497194,fuzzy,95.65217391304348,CASTLEBAR,80.0,agrees,token-sort score 96 against 'CASTLEBAGGOT'.
3481,COOLNANOONAG,1,COOLNANOONAG,110,IE,way/744115145,Coolnanoonagh Substation,33,Statkraft,,,voltage-contradicts,99.0,,,contradicts,"PSS/E fills all twelve characters with 'COOLNANOONAG', a prefix of exactly one OSM name. - rejected: the only name match is tagged 33 kV"
3491,LISLEA,1,LISLEA,110,IE,,,,,,,weak,66.66666666666667,BALLINCLEA,62.5,,"best candidate 'ISLAND' (way/211017951) scored 67, below 92"
3501,LANESBORO_A1,1,LANESBORO_A1,110,IE,,,,,,,weak,75.0,BAILIEBOROUGH,56.00000000000001,,"best candidate 'LANESBOROUGH' (way/342820729) scored 75, below 92"
3511,LICKNY,1,LICKNY,110,IE,,,,,,,weak,58.82352941176471,TRILLICK,57.14285714285714,,"best candidate 'BALLYLICKEY' (way/237476488) scored 59, below 92"
3521,LOUTHA,1,LOUTHA,110,IE,way/264275258,Louth 275 kV Substation,,,53.9674714,-6.5657571,coupled,95.0,LOUGHREA,71.42857142857143,not applied: placed from a neighbour,"bus 3521 is joined to bus 3522 (LOUTH) by the station's own transformer, so it is inside the same station"
3522,LOUTH,3,LOUTH,275;220,IE,way/264275258,Louth 275 kV Substation,275;220;110,EirGrid,53.9674714,-6.5657571,exact,100.0,,,agrees,
3531,LYSAGHTSTOWN,1,LYSAGHTSTOWN,110,IE,relation/16383974,Lysaghtstown Solar Farm,,Voltalia,51.935749,-8.2307526,truncated,99.0,,,silent,"PSS/E fills all twelve characters with 'LYSAGHTSTOWN', a prefix of exactly one OSM name."
3541,LIMERICK,1,LIMERICK,110,IE,way/96765746,Limerick 110kV Substation,110;38,EirGrid,52.634953,-8.6416309,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
3561,LISDRUM,1,LISDRUM,110,IE,way/267172950,Lisdrum 110 kV Substation,110;38;20,EirGrid,54.2447228,-6.9102424,exact,100.0,,,agrees,
3571,DERRYCARNEY,1,DERRYCARNEY,110,IE,way/934879760,Derrycarney 110kV Substation,110;33,EirGrid,53.2271141,-7.7961871,exact,100.0,,,agrees,
3581,LETTERKENNY,1,LETTERKENNY,110,IE,way/66493784,Letterkenny 110kV Station,110;38;10,EirGrid,54.9241287,-7.6977545,exact,100.0,,,agrees,
3591,LENALEA,1,LENALEA,110,IE,way/1208368204,Lenalea 110 kV Substation,110,EirGrid,54.9028813,-7.8642829,exact,100.0,,,agrees,
3601,LIBERTY ST,2,LIBERTY ST,110,IE,,,,,,,weak,74.07407407407408,BATH SAINT,69.56521739130434,,"best candidate 'LIBERTY STREET' (way/519190719) scored 74, below 92"
3611,LIBERTY ST,2,LIBERTY ST,110,IE,,,,,,,weak,74.07407407407408,BATH SAINT,69.56521739130434,,"best candidate 'LIBERTY STREET' (way/519190719) scored 74, below 92"
3621,LISHEEN,2,LISHEEN,110,IE,way/374709194,Lisheen 110kV Substation,110,EirGrid,52.7513555,-7.6819128,exact,100.0,,,agrees,
3641,LODGEWOOD,2,LODGEWOOD,220;110,IE,way/185693432,Lodgewood 220kV Substation,220;110,EirGrid,52.579161,-6.5375093,exact,100.0,,,agrees,
3642,LODGEWOOD,2,LODGEWOOD,220;110,IE,way/185693432,Lodgewood 220kV Substation,220;110,EirGrid,52.579161,-6.5375093,exact,100.0,,,agrees,
3651,BARNAKYLE,1,BARNAKYLE,110,IE,way/605963605,Barnakyle 110 kV Substation,110,EirGrid,53.3146332,-6.4477366,exact,100.0,,,agrees,
3662,LOUGHTOWN,1,LOUGHTOWN,220,IE,way/1154822210,Campile Converter Station,,,52.2816555,-6.9856001,coupled,95.0,LOGUESTOWN,73.6842105263158,not applied: placed from a neighbour,"bus 3662 is joined to bus 36671 (GREENLINK) by the station's own transformer, so it is inside the same station"
3681,AUNGIERSTOWN,1,AUNGIERSTOWN,110,IE,way/935127343,Aungierstown 110 kV Substation,110,EirGrid,53.316073,-6.4523208,exact,100.0,,,agrees,
3751,MISERY HILL,1,MISERY HILL,110,IE,way/102694971,Misery Hill Substation,110;10,EirGrid,53.3451982,-6.2393583,exact,100.0,,,agrees,
3761,MACETOWN,1,MACETOWN,110,IE,way/374960358,Macetown 110kV Substation,110,EirGrid,53.4142091,-6.4151251,exact,100.0,,,agrees,
3781,MCDERMOTT,1,MCDERMOTT,110,IE,way/440173457,McDermott 110kV Substation,110;38;10,EirGrid,53.3543732,-6.2509463,exact,100.0,,,agrees,
3801,MIDLETON,1,MIDLETON,110,IE,way/243018345,Midleton 110kV Substation,110;38;10,EirGrid,51.9376618,-8.1872013,exact,100.0,,,agrees,
3821,MEATH HILL,1,MEATH HILL,110,IE,way/266249997,Meath Hill 110kV Substation,110;38,EirGrid,53.8911239,-6.7310796,exact,100.0,,,agrees,
3841,MAYNOOTH A,2,MAYNOOTH A,220;110,IE,,,,,,,weak,88.88888888888889,ARMAGH NORTH,63.63636363636363,,"best candidate 'MAYNOOTH' (way/88462768) scored 89, below 92"
3842,MAYNOOTH A,2,MAYNOOTH A,220;110,IE,,,,,,,weak,88.88888888888889,ARMAGH NORTH,63.63636363636363,,"best candidate 'MAYNOOTH' (way/88462768) scored 89, below 92"
3851,MAYNOOTH B,2,MAYNOOTH B,220;110,IE,,,,,,,weak,88.88888888888889,NORTH MAIN,60.0,,"best candidate 'MAYNOOTH' (way/88462768) scored 89, below 92"
3852,MAYNOOTH B,2,MAYNOOTH B,220;110,IE,,,,,,,weak,88.88888888888889,NORTH MAIN,60.0,,"best candidate 'MAYNOOTH' (way/88462768) scored 89, below 92"
3861,MILLTOWN,2,MILLTOWN,110,IE,way/438076106,Milltown 110kV Substation,110;38,EirGrid,53.3150328,-6.2522534,exact,100.0,,,agrees,
3871,MILLTOWN,2,MILLTOWN,110,IE,way/438076106,Milltown 110kV Substation,110;38,EirGrid,53.3150328,-6.2522534,exact,100.0,,,agrees,
3881,MACROOM,1,MACROOM,110,IE,way/235602041,Macroom 110kV Substation,110;38;20,EirGrid,51.8957884,-8.8921962,exact,100.0,,,agrees,
3891,CARRIGDANGAN,1,CARRIGDANGAN,110,IE,way/1078394624,Carrigdangan 110 kV Substation,110;33,EirGrid,51.8043751,-9.1207652,exact,100.0,,,agrees,
3901,MONETEEN,1,MONETEEN,110,IE,way/210298504,Moneteen 110kV Substation,110,EirGrid,52.6369214,-8.6881456,exact,100.0,,,agrees,
3934,MNYPG1,1,MNYPG1,380,IE,way/207339053,Moneypoint 400kV Station,,,52.6103965,-9.4216875,coupled,95.0,MUNGRET,46.15384615384615,not applied: placed from a neighbour,"bus 3934 is joined to bus 3944 (MONEYPOINT) by a zero-impedance branch, so it is inside the same station"
3940,MNYP B,1,MNYP B,220,IE,way/207339053,Moneypoint 400kV Station,,,52.6103965,-9.4216875,coupled,95.0,MVP 1,54.54545454545454,not applied: placed from a neighbour,"bus 3940 is joined to bus 3942 (MONEYPOINT) by a zero-impedance branch, so it is inside the same station"
3941,MONEYPOINT,3,MONEYPOINT,380;220;110,IE,way/207339053,Moneypoint 400kV Station,400;380;220;110,EirGrid,52.6103965,-9.4216875,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
3942,MONEYPOINT,3,MONEYPOINT,380;220;110,IE,way/207339053,Moneypoint 400kV Station,400;380;220;110,EirGrid,52.6103965,-9.4216875,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
3944,MONEYPOINT,3,MONEYPOINT,380;220;110,IE,way/207339053,Moneypoint 400kV Station,400;380;220;110,EirGrid,52.6103965,-9.4216875,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
3954,MNYPG2,1,MNYPG2,380,IE,way/207339053,Moneypoint 400kV Station,,,52.6103965,-9.4216875,coupled,95.0,MUNGRET,46.15384615384615,not applied: placed from a neighbour,"bus 3954 is joined to bus 3944 (MONEYPOINT) by a zero-impedance branch, so it is inside the same station"
3961,MARINA,2,MARINA,110,IE,way/773119702,Marina 110kV Substation,110;10,EirGrid,51.8991554,-8.4461681,exact,100.0,,,agrees,
3981,MUNGRET A,1,MUNGRET A,110,IE,,,,,,,weak,87.5,MOUNT LUCAS,60.0,,"best candidate 'MUNGRET' (way/373218637) scored 88, below 92"
3991,MUNGRET B,1,MUNGRET B,110,IE,,,,,,,weak,87.5,BANGOR WEST,60.0,,"best candidate 'MUNGRET' (way/373218637) scored 88, below 92"
4001,MULLINGAR,1,MULLINGAR,110,IE,way/266999191,Mullingar 110kV Substation,110;38;10,EirGrid,53.5383686,-7.3716668,exact,100.0,,,agrees,
4021,MALLOW,1,MALLOW,110,IE,way/129111454,Mallow 110kV Substation,110;38;10,EirGrid,52.1431365,-8.6206886,exact,100.0,,,agrees,
4041,MOY,2,MOY|MOY_CAP,110,IE,way/200447504,Moy 110 kV Substation,110;38,EirGrid,54.1232614,-9.1879038,exact,100.0,,,agrees,
4061,MULLAGHARLIN,1,MULLAGHARLIN,110,IE,way/265773388,Mullagharlin 110kV Substation,110,EirGrid,53.9755464,-6.4087276,exact,100.0,,,agrees,
4071,MEENTYCAT,1,MEENTYCAT,110,IE,way/183549490,Meentycat 110kV Substation,110,EirGrid,54.8676656,-7.842446,exact,100.0,,,agrees,
4081,MONREAD,1,MONREAD,110,IE,way/87982346,Monread 110kV Substation,110;10,EirGrid,53.2412035,-6.6456698,exact,100.0,,,agrees,
4091,MULREAVY,1,MULREAVY,110,IE,way/547588242,Mulreavy 110kV Substation,110;33,EirGrid,54.6644867,-7.9692346,exact,100.0,,,agrees,
4101,NEWBURY,1,NEWBURY,110,IE,way/820465119,Newbury 110kV Substation,110;10,EirGrid,53.3997557,-6.2162523,exact,100.0,,,agrees,
4111,BANCROFT,1,BANCROFT,110,IE,relation/17186059,Bancroft 110kV Substation,110;10,EirGrid,53.2948465,-6.3505969,exact,100.0,,,agrees,
4201,NEWBRIDGE,1,NEWBRIDGE,110,IE,way/264972202,Newbridge 110kV Substation,110;38,EirGrid,53.1955872,-6.8355084,exact,100.0,,,agrees,
4211,NORTH QUAYS,1,NORTH QUAYS,110,IE,way/443081627,North Quays 110kV Substation,110;38;10,EirGrid,53.3504282,-6.2355586,exact,100.0,,,agrees,
4221,NAVAN,1,NAVAN,110,IE,way/265890258,Navan 110kV Substation,110;38;10,EirGrid,53.6997602,-6.7064767,exact,100.0,,,agrees,
4242,NORTH WALL,1,NORTH WALL,220,IE,way/37946568,North Wall Power Station,,ESB Generation and Wholesale Markets,53.3498314,-6.211276,exact-name,100.0,,,silent,
4261,NENAGH,1,NENAGH,110,IE,way/374352169,Nenagh 110kV Substation,110;38;20;10,EirGrid,52.8610738,-8.1812103,exact,100.0,,,agrees,
4281,NANGOR,1,NANGOR,110,IE,way/448726610,Nangor 110kV Substation,110;10,EirGrid,53.3241021,-6.4356661,exact,100.0,,,agrees,
4341,OLDCOURT,2,OLDCOURT,110,IE,,,,,,,weak,61.53846153846154,OLDSTREET,58.82352941176471,,"best candidate 'LOUTH' (way/264275258) scored 62, below 92"
4351,OLDCOURT,2,OLDCOURT,110,IE,,,,,,,weak,61.53846153846154,OLDSTREET,58.82352941176471,,"best candidate 'LOUTH' (way/264275258) scored 62, below 92"
4361,OUGHTRAGH,1,OUGHTRAGH,110,IE,way/213508375,Oughtragh 110kV Substation,110;38,EirGrid,52.136625,-9.6927788,exact,100.0,,,agrees,
4371,GLENREE,1,GLENREE,110,IE,way/181365675,Glenree 110 kV Substation,110;38,EirGrid,54.1053454,-8.9893244,exact,100.0,,,agrees,
4382,OLDSTREET,2,OLDSTREET,380;220,IE,way/179121616,Oldstreet Substation,400;220,EirGrid,53.134326,-8.2688847,exact,100.0,,,agrees,
4384,OLDSTREET,2,OLDSTREET,380;220,IE,way/179121616,Oldstreet Substation,400;220,EirGrid,53.134326,-8.2688847,exact,100.0,,,agrees,
4391,PHILIPSTOWN,1,PHILIPSTOWN,110,IE,way/1209784406,Philipstown 110 kV Substation,110,EirGrid,53.2882569,-7.0878409,exact,100.0,,,agrees,
4401,POPPINTREE,1,POPPINTREE,110,IE,way/443112369,Poppintree 110kV Substation,110;38,EirGrid,53.4059932,-6.2720237,exact,100.0,,,agrees,
4441,POLLAPHUCA,1,POLLAPHUCA,110,IE,way/266025857,Pollaphuca 110kV Substation,110,EirGrid,53.1208504,-6.5904682,exact,100.0,,,agrees,
4461,POOLBEG,2,POOLBEG,110,IE,way/443094721,Poolbeg 220kV Substation,220,EirGrid,,,voltage-contradicts,100.0,,,contradicts,2 objects share this name; the others are already matched to a station of their own - rejected: the only name match is tagged 220 kV
4462,POOLBEG NORT,1,POOLBEG NORT,220,IE,,,,,,,weak,73.6842105263158,POOLBEG INCINERATOR,70.96774193548387,,"best candidate 'POOLBEG' (way/443094721) scored 74, below 92"
4471,POOLBEG,2,POOLBEG,110,IE,way/443094721,Poolbeg 220kV Substation,220,EirGrid,,,voltage-contradicts,100.0,,,contradicts,2 objects share this name; the others are already matched to a station of their own - rejected: the only name match is tagged 220 kV
4472,POOLBEG SOUT,1,POOLBEG SOUT,220,IE,,,,,,,weak,73.6842105263158,DROMORE SOUTH,64.0,,"best candidate 'POOLBEG' (way/443094721) scored 74, below 92"
4481,PORTLAOISE,1,PORTLAOISE,110,IE,,,,,,,weak,70.58823529411764,PORTGLENONE,66.66666666666667,,"best candidate 'PORTLAW' (way/72615182) scored 71, below 92"
4491,PELLETSTOWN,1,PELLETSTOWN,110,IE,way/445358256,Pelletstown 110kV Substation,110;10,EirGrid,53.3815035,-6.3275833,exact,100.0,,,agrees,
4501,PLATIN,1,PLATIN,110,IE,way/235562808,Platin 110 kV Substation,110,EirGrid,53.6808422,-6.3861652,exact,100.0,,,agrees,
4511,POTTERY ROAD,1,POTTERY ROAD,110,IE,way/443080676,Pottery Road 110-kV Substation,110;10,EirGrid,53.2734538,-6.1519907,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'POTTERY ROAD', a prefix of exactly one OSM name."
4522,PROSPECT,1,PROSPECT,220,IE,way/207331199,Prospect 220kV Substation,220,EirGrid,52.6394329,-9.2533719,exact,100.0,,,agrees,
4621,RYEBROOK,1,RYEBROOK,110,IE,way/235560256,Ryebrook 110kV Substation,110,EirGrid,53.3776928,-6.5224663,exact,100.0,,,agrees,
4651,RINGSEND,1,RINGSEND,110,IE,way/359657275,Ringsend 110kV Substation,110,EirGrid,53.3397238,-6.2066748,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
4681,RATHKEALE,1,RATHKEALE,110,IE,way/211049457,Rathkeale 110kV Substation,110;38;20,EirGrid,52.5436993,-8.9685536,exact,100.0,,,agrees,
4691,OLDBRIDGE,1,OLDBRIDGE,110,IE,way/1123268881,Oldbridge 110 kV Substation,110,EirGrid,53.7067579,-6.3878298,exact,100.0,,,agrees,
4701,RICHMOND,2,RICHMOND,110,IE,way/151556697,Richmond 110kV Substation,110;38;20,EirGrid,53.743184,-7.857067,exact,100.0,,,agrees,
4711,RICHMOND,2,RICHMOND,110,IE,way/151556697,Richmond 110kV Substation,110;38;20,EirGrid,53.743184,-7.857067,exact,100.0,,,agrees,
4721,RAFFEEN,2,RAFFEEN,220;110,IE,way/79803767,Raffeen 220 kV Substation,220;110,EirGrid,51.8268181,-8.3695668,exact,100.0,,,agrees,
4722,RAFFEEN,2,RAFFEEN,220;110,IE,way/79803767,Raffeen 220 kV Substation,220;110,EirGrid,51.8268181,-8.3695668,exact,100.0,,,agrees,
4741,RINAWADE,1,RINAWADE,110,IE,way/33879852,Rinawade,110;38,EirGrid,53.355297,-6.5211765,exact,100.0,,,agrees,
4761,RINGASKIDDY,1,RINGASKIDDY,110,IE,way/438019978,Ringaskiddy 110 kV Substation,110,EirGrid,51.8332719,-8.3445201,exact,100.0,,,agrees,2 objects share this name; only one is tagged at this station's voltage
4781,RATRUSSAN,1,RATRUSSAN,110,IE,way/152447080,Ratrussan 110kV Substation,110,EirGrid,54.0013256,-7.1060697,exact,100.0,,,agrees,
4901,SHELTON ABBE,1,SHELTON ABBE,110,IE,way/384987120,Shelton Abbey 110kV Substation,110,EirGrid,52.8130651,-6.1795599,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'SHELTON ABBE', a prefix of exactly one OSM name."
4941,SHANNONBRIDG,3,SHANNONBRIDG,220;110,IE,way/197846408,Shannonbridge 220/110kV,220;110,EirGrid,53.2710643,-8.0377635,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'SHANNONBRIDG', a prefix of exactly one OSM name. 2 objects share this name and lie within 0.3 km of each other - one site mapped more than once; the highest-voltage of them is taken"
4942,SHANNONBRIDG,3,SHANNONBRIDG,220;110,IE,way/197846408,Shannonbridge 220/110kV,220;110,EirGrid,53.2710643,-8.0377635,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'SHANNONBRIDG', a prefix of exactly one OSM name. 2 objects share this name and lie within 0.3 km of each other - one site mapped more than once; the highest-voltage of them is taken"
4943,SHANNONBRIDG,3,SHANNONBRIDG,220;110,IE,way/197846408,Shannonbridge 220/110kV,220;110,EirGrid,53.2710643,-8.0377635,truncated,99.0,,,agrees,"PSS/E fills all twelve characters with 'SHANNONBRIDG', a prefix of exactly one OSM name. 2 objects share this name and lie within 0.3 km of each other - one site mapped more than once; the highest-voltage of them is taken"
4951,SALTHILL,1,SALTHILL,110,IE,way/146157089,Salthill 110kV Substation,110;38;10,EirGrid,53.2741041,-9.0793907,exact,100.0,,,agrees,
4961,SHANKILL,1,SHANKILL,110,IE,way/152444285,Shankill 110 kV Substation,110,EirGrid,53.9987866,-7.2988808,exact,100.0,,,agrees,
4981,SLIGO,1,SLIGO,110,IE,way/124120112,Sligo 110kV Substation,110;38,EirGrid,54.2412252,-8.4672217,exact,100.0,,,agrees,
4991,SORNE HILL,1,SORNE HILL,110,IE,way/201187920,Sorne Hill 110kV Substation,110;20,EirGrid,55.1313547,-7.3684232,exact,100.0,,,agrees,
5001,SOMERSET,1,SOMERSET,110,IE,way/183080497,Somerset 110kV Substation,110;38,EirGrid,53.2666198,-8.2305405,exact,100.0,,,agrees,
5022,SHELLYBANKS,2,SHELLYBANKS,220,IE,way/23582216,Poolbeg Power Station,,ESB Generation and Wholesale Markets,53.3393833,-6.1864314,exact-name,100.0,,,silent,
